closed_ind,title1_type_cd,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,Biology_Size,English II_Size,Math I_Size,lea_total_expense_num,lea_salary_expense_pct,lea_benefits_expense_pct,lea_services_expense_pct,lea_supplies_expense_pct,lea_instruct_equip_exp_pct,lea_federal_perpupil_num,lea_local_perpupil_num,lea_state_perpupil_num,SBE Region,SPG Score,Reading  SPG Score,Math SPG Score,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score,ACT_pTarget_PctMet,ACTWorkKeys_pTarget_PctMet,CurrentYearEOC_pTarget_PctMet,MathGr10_pTarget_PctMet,MathGr3-8_pTarget_PctMet,ReadingGr10_pTarget_PctMet,ReadingGr3-8_pTarget_PctMet,SciGr11_pTarget_PctMet,SciGr5&8_pTarget_PctMet,TotalTargets_pTarget_PctMet,sat_avg_score_num,lea_sat_avg_score_num,sat_participation_pct,lea_sat_participation_pct,ap_participation_pct,lea_ap_participation_pct,ap_pct_3_or_above,lea_ap_pct_3_or_above,ib_participation_pct,ib_pct_4_or_above,lea_ib_pct_4_or_above,total_specialized_courses,ap_ib_courses,cte_courses,univ_college_courses,lea_total_specialized_courses,lea_ap_ib_courses,lea_cte_courses,lea_univ_college_courses,st_total_specialized_courses,st_ap_ib_courses,st_cte_courses,st_univ_college_courses,AM7_American Indian_ENROLL_sch_pct,AM7_American Indian_NOENROLL_sch_pct,AS7_Asian_ENROLL_sch_pct,AS7_Asian_NOENROLL_sch_pct,All_All Student (Total or subtotal)_ENROLL_sch_pct,All_All Student (Total or subtotal)_NOENROLL_sch_pct,BL7_Black_ENROLL_sch_pct,BL7_Black_NOENROLL_sch_pct,ECODIS_Economically Disadvantaged_ENROLL_sch_pct,ECODIS_Economically Disadvantaged_NOENROLL_sch_pct,F_Female_ENROLL_sch_pct,F_Female_NOENROLL_sch_pct,HI7_Hispanic_ENROLL_sch_pct,HI7_Hispanic_NOENROLL_sch_pct,LEP_Limited English Proficiency_ENROLL_sch_pct,LEP_Limited English Proficiency_NOENROLL_sch_pct,M_Male_ENROLL_sch_pct,M_Male_NOENROLL_sch_pct,MU7_Multiracial_ENROLL_sch_pct,MU7_Multiracial_NOENROLL_sch_pct,PI7_Pacific Islander_ENROLL_sch_pct,PI7_Pacific Islander_NOENROLL_sch_pct,WDIS_Students with Disabilities_ENROLL_sch_pct,WDIS_Students with Disabilities_NOENROLL_sch_pct,WH7_White_ENROLL_sch_pct,WH7_White_NOENROLL_sch_pct,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,st_stud_internet_comp_num,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,_1yr_tchr_trnovr_pct,emer_prov_teach_pct,lateral_teach_pct,lea_flicensed_teach_pct,lea_tchyrs_0thru3_pct,lea_tchyrs_4thru10_pct,lea_tchyrs_11plus_pct,lea_class_teach_num,lea_nbpts_num,lea_advance_dgr_pct,lea_1yr_tchr_trnovr_pct,lea_emer_prov_teach_pct,lea_lateral_teach_pct,st_flicensed_teach_pct,st_tchyrs_0thru3_pct,st_tchyrs_4thru10_pct,st_tchyrs_11plus_pct,st_class_teach_num,st_nbpts_num,st_advance_dgr_pct,st_1yr_tchr_trnovr_pct,st_emer_prov_teach_pct,st_lateral_teach_pct,st_prinyrs_0thru3_pct,st_prinyrs_4thru10_pct,st_prinyrs_11plus_pct,st_prin_advance_dgr_pct,st_1yr_prin_trnovr_pct,st_prin_male_pct,st_prin_female_pct,st_prin_black_pct,st_prin_white_pct,st_prin_other_pct,0-3 Years_Exp_Pct_Tch,10+ Years_Exp_Pct_Tch,4-10 Years_Exp_Pct_Tch,0-3 Years_LEA_Exp_Pct_Prin,10+ Years_LEA_Exp_Pct_Prin,4-10 Years_LEA_Exp_Pct_Prin,Accomplished_TCHR_Standard 1_Pct,Accomplished_TCHR_Standard 2_Pct,Accomplished_TCHR_Standard 3_Pct,Accomplished_TCHR_Standard 4_Pct,Accomplished_TCHR_Standard 5_Pct,Developing_TCHR_Standard 1_Pct,Developing_TCHR_Standard 2_Pct,Developing_TCHR_Standard 3_Pct,Developing_TCHR_Standard 4_Pct,Developing_TCHR_Standard 5_Pct,Distinguished_TCHR_Standard 1_Pct,Distinguished_TCHR_Standard 2_Pct,Distinguished_TCHR_Standard 3_Pct,Distinguished_TCHR_Standard 4_Pct,Distinguished_TCHR_Standard 5_Pct,Does Not Meet Expected Growth_TCHR_Standard 6_Pct,Exceeds Expected Growth_TCHR_Standard 6_Pct,Meets Expected Growth_TCHR_Standard 6_Pct,Not Demostrated_TCHR_Standard 1_Pct,Not Demostrated_TCHR_Standard 2_Pct,Not Demostrated_TCHR_Standard 3_Pct,Not Demostrated_TCHR_Standard 4_Pct,Not Demostrated_TCHR_Standard 5_Pct,Proficient_TCHR_Standard 1_Pct,Proficient_TCHR_Standard 2_Pct,Proficient_TCHR_Standard 3_Pct,Proficient_TCHR_Standard 4_Pct,Proficient_TCHR_Standard 5_Pct,AsianFemalePct,AsianMalePct,AsianPct,BlackFemalePct,BlackMalePct,BlackPct,HispanicFemalePct,HispanicMalePct,HispanicPct,IndianFemalePct,IndianMalePct,IndianPct,MinorityFemalePct,MinorityMalePct,MinorityPct,PacificIslandFemalePct,PacificIslandMalePct,PacificIslandPct,TwoOrMoreFemalePct,TwoOrMoreMalePct,TwoOrMorePct,WhiteFemalePct,WhiteMalePct,WhitePct,LPS,category_cd_I,category_cd_M,category_cd_T,"calendar_type_txt_Regular School, Year-Round Calendar",sna_pgm_type_cd_Y,calendar_only_txt_Year-Round Calendar,esea_status_Esea_Pass,esea_status_Non_Esea,SPG Grade_B,SPG Grade_C,SPG Grade_D,SPG Grade_F,Reading SPG Grade_B,Reading SPG Grade_C,Reading SPG Grade_D,Reading SPG Grade_F,Math SPG Grade_B,Math SPG Grade_C,Math SPG Grade_D,Math SPG Grade_F,EVAAS Growth Status_Met,EVAAS Growth Status_NotMet,Category_Cd_I,Category_Cd_M,Category_Cd_T,esea_attendance_Met,unit_code
0.0,1,882.0,618.0,665.0,0,0.0,0.0,30.0,9988.62,0.615,0.204,0.106,0.073,0.002,1117.29,3460.62,5410.71,3.0,33.0,34.0,26.0,56.5,27.0,28.0,18.0,44.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5710000000000001,0.542,0.0,952.0,0.0,0.62,0.0,0.16,0.0,0.61,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941,2.41,44.85,0.25,0.0,1.61,0.945,1.45,25.19,0.26,0.0,1.74,0.955,0.85,13.49,0.07,0.0,1.79,0.76,0.5870000000000001,0.222,0.19,63.0,2.0,0.222,0.368,0.032,0.208,0.902,0.325,0.3,0.375,44.0,4.0,0.334,0.268,0.006,0.092,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.5870000000000001,0.19,0.222,0.411,0.161,0.429,0.25,0.354,0.313,0.188,0.313,0.042,0.042,0.0,0.021,0.021,0.083,0.063,0.042,0.042,0.063,0.294,0.0,0.706,0.0,0.0,0.0,0.0,0.0,0.625,0.542,0.6459999999999999,0.75,0.604,0.0011337868480725626,0.0,0.0011337868480725626,0.2834467120181406,0.3163265306122449,0.5997732426303855,0.13718820861678005,0.18140589569161,0.31859410430839,0.0,0.0011337868480725626,0.0011337868480725626,0.4331065759637188,0.5113378684807256,0.9444444444444444,0.0,0.0,0.0,0.011337868480725623,0.012471655328798186,0.023809523809523808,0.027210884353741496,0.028344671201814064,0.05555555555555555,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,320355
0.0,0,996.0,618.0,665.0,0,0.0,0.0,25.0,9988.62,0.615,0.204,0.106,0.073,0.002,1117.29,3460.62,5410.71,3.0,43.0,47.0,31.0,70.9,36.0,38.0,24.0,52.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.556,0.0,0.611,0.0,0.625,0.632,0.0,952.0,0.0,0.62,0.0,0.16,0.0,0.61,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,2.2,38.08,0.4,0.0,2.71,0.945,1.45,25.19,0.26,0.0,1.74,0.955,0.85,13.49,0.07,0.0,1.79,0.938,0.262,0.338,0.4,65.0,7.0,0.32299999999999995,0.25,0.0,0.062,0.902,0.325,0.3,0.375,44.0,4.0,0.334,0.268,0.006,0.092,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.262,0.4,0.338,0.411,0.161,0.429,0.528,0.531,0.406,0.491,0.281,0.057,0.094,0.125,0.113,0.063,0.019,0.031,0.0,0.057,0.0,0.314,0.086,0.6,0.0,0.0,0.0,0.0,0.0,0.396,0.344,0.469,0.34,0.6559999999999999,0.021956087824351298,0.017964071856287425,0.039920159680638716,0.23253493013972054,0.2435129740518962,0.4760479041916168,0.13872255489021956,0.11477045908183632,0.2534930139720559,0.00598802395209581,0.0049900199600798395,0.010978043912175649,0.4101796407185629,0.4021956087824352,0.8123752495009979,0.0,0.000998003992015968,0.000998003992015968,0.010978043912175649,0.019960079840319358,0.030938123752495012,0.08483033932135728,0.1027944111776447,0.187624750499002,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,320366
0.0,0,634.0,618.0,665.0,0,0.0,0.0,23.0,9988.62,0.615,0.204,0.106,0.073,0.002,1117.29,3460.62,5410.71,3.0,66.0,66.0,58.0,89.4,61.0,62.0,50.0,74.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.688,0.0,0.938,0.0,1.0,0.875,0.0,952.0,0.0,0.62,0.0,0.16,0.0,0.61,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.48,5.15,0.0,0.0,2.33,0.945,1.45,25.19,0.26,0.0,1.74,0.955,0.85,13.49,0.07,0.0,1.79,1.0,0.18600000000000005,0.395,0.419,43.0,8.0,0.488,0.125,0.0,0.0,0.902,0.325,0.3,0.375,44.0,4.0,0.334,0.268,0.006,0.092,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.18600000000000005,0.419,0.395,0.411,0.161,0.429,0.308,0.222,0.278,0.34600000000000003,0.278,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.722,0.0,0.0,0.0,0.0,0.0,0.6920000000000001,0.778,0.722,0.615,0.722,0.01721439749608764,0.009389671361502348,0.026604068857589983,0.29577464788732394,0.269170579029734,0.564945226917058,0.09859154929577464,0.11267605633802814,0.2112676056338028,0.0,0.0,0.0,0.433489827856025,0.40532081377151796,0.8388106416275429,0.0,0.0,0.0,0.021909233176838808,0.014084507042253518,0.03599374021909233,0.06885758998435054,0.09233176838810643,0.16118935837245696,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,320370
0.0,0,79.0,618.0,665.0,0,0.0,0.0,0.0,9988.62,0.615,0.204,0.106,0.073,0.002,1117.29,3460.62,5410.71,3.0,51.0,41.0,36.0,94.4,40.0,30.0,23.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.625,0.0,1.0,0.72,0.0,952.0,0.0,0.62,0.0,0.16,0.0,0.61,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.57,0.0,0.0,1.73,0.945,1.45,25.19,0.26,0.0,1.74,0.955,0.85,13.49,0.07,0.0,1.79,0.8370000000000001,0.5,0.16699999999999998,0.333,12.0,1.0,0.308,0.387,0.0,0.163,0.902,0.325,0.3,0.375,44.0,4.0,0.334,0.268,0.006,0.092,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.5,0.333,0.16699999999999998,0.411,0.161,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2911392405063291,0.2278481012658228,0.5189873417721519,0.2278481012658228,0.2405063291139241,0.4683544303797468,0.0,0.0,0.0,0.5189873417721519,0.4683544303797468,0.9873417721518988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.012658227848101266,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,320389
0.0,1,349.0,319.0,665.0,0,0.0,0.0,20.0,9274.23,0.5820000000000001,0.204,0.08900000000000001,0.117,0.008,1558.46,1178.67,6537.1,3.0,27.0,34.0,19.0,51.6,21.0,24.0,10.0,33.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.375,0.485,0.0,846.0,0.0,0.47,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943,0.28,98.31,0.0,0.0,0.64,0.939,1.2,63.23,0.38,0.0,0.71,0.955,0.85,13.49,0.07,0.0,1.79,0.7559999999999999,0.318,0.227,0.455,21.0,2.0,0.19,0.408,0.0,0.244,0.897,0.195,0.293,0.512,20.0,2.0,0.225,0.381,0.0,0.103,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.318,0.455,0.227,0.7140000000000001,0.071,0.214,0.28600000000000003,0.3,0.2,0.5,0.5,0.071,0.1,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.5710000000000001,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.643,0.6,0.8,0.429,0.5,0.0,0.0,0.0,0.34844192634560905,0.4277620396600567,0.7762039660056658,0.06232294617563739,0.0396600566572238,0.1019830028328612,0.0,0.0,0.0,0.4192634560906516,0.4674220963172804,0.886685552407932,0.0,0.0,0.0,0.0084985835694051,0.0,0.0084985835694051,0.048158640226628885,0.06515580736543909,0.113314447592068,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,330324
0.0,1,192.0,319.0,665.0,0,0.0,0.0,0.0,9274.23,0.5820000000000001,0.204,0.08900000000000001,0.117,0.008,1558.46,1178.67,6537.1,3.0,34.0,37.0,29.0,82.8,22.0,26.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.625,0.0,0.5,0.565,0.0,846.0,0.0,0.47,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938,1.45,60.87,0.0,0.0,0.71,0.939,1.2,63.23,0.38,0.0,0.71,0.955,0.85,13.49,0.07,0.0,1.79,0.929,0.267,0.2,0.5329999999999999,14.0,0.0,0.071,0.792,0.0,0.071,0.897,0.195,0.293,0.512,20.0,2.0,0.225,0.381,0.0,0.103,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.267,0.5329999999999999,0.2,0.7140000000000001,0.071,0.214,0.0,0.0,0.14300000000000002,0.125,0.0,0.0,0.0,0.14300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7140000000000001,0.875,1.0,0.0,0.0,0.0,0.38974358974358975,0.3743589743589744,0.7641025641025642,0.08205128205128205,0.10256410256410256,0.18461538461538465,0.0,0.0,0.0,0.4717948717948718,0.476923076923077,0.9487179487179488,0.0,0.0,0.0,0.0,0.0,0.0,0.020512820512820516,0.030769230769230767,0.05128205128205128,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,330332
0.0,0,354.0,319.0,665.0,0,0.0,0.0,19.0,9274.23,0.5820000000000001,0.204,0.08900000000000001,0.117,0.008,1558.46,1178.67,6537.1,3.0,44.0,53.0,33.0,74.7,36.0,46.0,21.0,42.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5710000000000001,0.0,0.5,0.5529999999999999,0.0,846.0,0.0,0.47,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927,1.33,32.63,1.33,0.0,0.73,0.939,1.2,63.23,0.38,0.0,0.71,0.955,0.85,13.49,0.07,0.0,1.79,1.0,0.05,0.3,0.65,19.0,3.0,0.35,0.239,0.0,0.0,0.897,0.195,0.293,0.512,20.0,2.0,0.225,0.381,0.0,0.103,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.05,0.65,0.3,0.7140000000000001,0.071,0.214,0.647,0.556,0.556,0.706,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.846,0.0,0.0,0.0,0.0,0.0,0.353,0.444,0.444,0.294,0.778,0.002816901408450705,0.0,0.002816901408450705,0.1887323943661972,0.2112676056338028,0.4,0.04225352112676056,0.05352112676056338,0.09577464788732394,0.002816901408450705,0.0,0.002816901408450705,0.2507042253521127,0.27323943661971833,0.5239436619718311,0.0,0.0,0.0,0.014084507042253518,0.008450704225352112,0.02253521126760564,0.21971830985915491,0.2563380281690141,0.476056338028169,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,330340
0.0,1,380.0,319.0,665.0,0,0.0,0.0,20.0,9274.23,0.5820000000000001,0.204,0.08900000000000001,0.117,0.008,1558.46,1178.67,6537.1,3.0,36.0,44.0,31.0,62.6,30.0,34.0,23.0,33.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.583,0.0,0.5,0.545,0.0,846.0,0.0,0.47,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924,1.79,62.05,0.0,0.0,0.64,0.939,1.2,63.23,0.38,0.0,0.71,0.955,0.85,13.49,0.07,0.0,1.79,0.918,0.16,0.4,0.44,25.0,2.0,0.24,0.234,0.0,0.08199999999999999,0.897,0.195,0.293,0.512,20.0,2.0,0.225,0.381,0.0,0.103,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.16,0.44,0.4,0.7140000000000001,0.071,0.214,0.423,0.588,0.353,0.615,0.294,0.077,0.17600000000000002,0.118,0.154,0.059,0.0,0.0,0.0,0.0,0.0,0.438,0.25,0.313,0.0,0.0,0.0,0.0,0.0,0.5,0.235,0.529,0.231,0.647,0.0,0.0,0.0,0.2801047120418848,0.2774869109947644,0.5575916230366492,0.01832460732984293,0.010471204188481676,0.028795811518324606,0.0,0.0,0.0,0.3115183246073299,0.3010471204188482,0.6125654450261779,0.0,0.0,0.0,0.013089005235602094,0.013089005235602094,0.026178010471204192,0.20418848167539266,0.18324607329842926,0.387434554973822,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,330348
0.0,0,921.0,801.0,665.0,0,0.0,0.0,28.0,8631.06,0.637,0.21600000000000005,0.08,0.061,0.006,1043.63,2344.44,5242.99,5.0,61.0,61.0,50.0,87.9,55.0,55.0,42.0,76.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.579,0.0,0.632,0.0,1.0,0.737,0.0,996.0,0.0,0.59,0.0,0.18,0.0,0.69,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947,0.57,11.12,0.0,0.0,1.71,0.944,1.13,28.74,0.0,0.0,1.46,0.955,0.85,13.49,0.07,0.0,1.79,0.928,0.145,0.418,0.436,55.0,2.0,0.327,0.02,0.0,0.07200000000000001,0.953,0.207,0.279,0.514,53.0,5.0,0.336,0.124,0.001,0.046,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.145,0.436,0.418,0.225,0.2,0.575,0.327,0.276,0.31,0.423,0.172,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.034,0.053,0.421,0.526,0.0,0.0,0.0,0.0,0.0,0.6729999999999999,0.69,0.655,0.5770000000000001,0.7929999999999999,0.01198257080610022,0.0196078431372549,0.03159041394335512,0.10239651416122003,0.10348583877995644,0.2058823529411765,0.12854030501089325,0.11655773420479305,0.24509803921568624,0.0010893246187363835,0.0010893246187363835,0.002178649237472767,0.2657952069716776,0.2647058823529412,0.5305010893246187,0.0,0.0,0.0,0.02178649237472767,0.02396514161220044,0.0457516339869281,0.2135076252723312,0.2559912854030501,0.4694989106753813,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,340350
0.0,1,761.0,801.0,665.0,0,0.0,0.0,27.0,8631.06,0.637,0.21600000000000005,0.08,0.061,0.006,1043.63,2344.44,5242.99,5.0,42.0,46.0,31.0,58.8,38.0,39.0,25.0,61.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.563,0.0,0.8,0.622,0.0,996.0,0.0,0.59,0.0,0.18,0.0,0.69,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932,1.02,32.53,0.0,0.0,1.78,0.944,1.13,28.74,0.0,0.0,1.46,0.955,0.85,13.49,0.07,0.0,1.79,1.0,0.096,0.327,0.5770000000000001,52.0,7.0,0.34600000000000003,0.094,0.0,0.0,0.953,0.207,0.279,0.514,53.0,5.0,0.336,0.124,0.001,0.046,0.944,0.237,0.274,0.49,42.0,6.0,0.304,0.153,0.005,0.05,0.436,0.418,0.146,0.22,0.092,0.41,0.59,0.245,0.726,0.029,0.096,0.5770000000000001,0.327,0.225,0.2,0.575,0.429,0.3,0.2,0.28600000000000003,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.28600000000000003,0.179,0.536,0.0,0.0,0.0,0.0,0.0,0.551,0.7,0.8,0.7140000000000001,0.95,0.005235602094240838,0.0013089005235602095,0.006544502617801047,0.20026178010471204,0.1858638743455497,0.38612565445026176,0.14267015706806285,0.12958115183246074,0.2722513089005236,0.0,0.0,0.0,0.3664921465968585,0.3337696335078534,0.7002617801047121,0.0013089005235602095,0.0013089005235602095,0.002617801047120419,0.017015706806282727,0.015706806282722512,0.032722513089005235,0.1387434554973822,0.16099476439790575,0.29973821989528804,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,340366
