closed_ind,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,student_num,lea_avg_student_num,Grad_project_status,00_Size,01_Size,02_Size,03_Size,04_Size,05_Size,lea_total_expense_num,lea_salary_expense_pct,lea_benefits_expense_pct,lea_services_expense_pct,lea_supplies_expense_pct,lea_instruct_equip_exp_pct,lea_federal_perpupil_num,lea_local_perpupil_num,lea_state_perpupil_num,SPG Score,Reading  SPG Score,Math SPG Score,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,MathGr3-8_pTarget_PctMet,ReadingGr3-8_pTarget_PctMet,SciGr5&8_pTarget_PctMet,TotalTargets_pTarget_PctMet,lea_sat_avg_score_num,lea_sat_participation_pct,lea_ap_participation_pct,lea_ap_pct_3_or_above,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,digital_media_pct,books_per_student,lea_books_per_student,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,_1yr_tchr_trnovr_pct,highqual_class_pct,lea_flicensed_teach_pct,lea_tchyrs_0thru3_pct,lea_tchyrs_4thru10_pct,lea_tchyrs_11plus_pct,lea_class_teach_num,lea_nbpts_num,lea_advance_dgr_pct,lea_1yr_tchr_trnovr_pct,lea_emer_prov_teach_pct,lea_lateral_teach_pct,lea_highqual_class_pct,lea_highqual_class_hp_pct,lea_highqual_class_lp_pct,lea_highqual_class_all_pct,lea_not_highqual_class_hp_pct,lea_not_highqual_class_lp_pct,lea_not_highqual_class_all_pct,0-3 Years_Exp_Pct_Tch,10+ Years_Exp_Pct_Tch,4-10 Years_Exp_Pct_Tch,0-3 Years_LEA_Exp_Pct_Prin,10+ Years_LEA_Exp_Pct_Prin,4-10 Years_LEA_Exp_Pct_Prin,Accomplished_TCHR_Standard 1_Pct,Accomplished_TCHR_Standard 2_Pct,Accomplished_TCHR_Standard 3_Pct,Accomplished_TCHR_Standard 4_Pct,Accomplished_TCHR_Standard 5_Pct,Developing_TCHR_Standard 1_Pct,Developing_TCHR_Standard 2_Pct,Developing_TCHR_Standard 3_Pct,Developing_TCHR_Standard 4_Pct,Developing_TCHR_Standard 5_Pct,Distinguished_TCHR_Standard 1_Pct,Distinguished_TCHR_Standard 2_Pct,Distinguished_TCHR_Standard 3_Pct,Distinguished_TCHR_Standard 4_Pct,Distinguished_TCHR_Standard 5_Pct,Does Not Meet Expected Growth_TCHR_Standard 6_Pct,Exceeds Expected Growth_TCHR_Standard 6_Pct,Meets Expected Growth_TCHR_Standard 6_Pct,Not Demostrated_TCHR_Standard 1_Pct,Not Demostrated_TCHR_Standard 2_Pct,Not Demostrated_TCHR_Standard 3_Pct,Not Demostrated_TCHR_Standard 4_Pct,Not Demostrated_TCHR_Standard 5_Pct,Proficient_TCHR_Standard 1_Pct,Proficient_TCHR_Standard 2_Pct,Proficient_TCHR_Standard 3_Pct,Proficient_TCHR_Standard 4_Pct,Proficient_TCHR_Standard 5_Pct,AsianFemalePct,AsianMalePct,AsianPct,BlackFemalePct,BlackMalePct,BlackPct,HispanicFemalePct,HispanicMalePct,HispanicPct,IndianFemalePct,IndianMalePct,IndianPct,MinorityFemalePct,MinorityMalePct,MinorityPct,PacificIslandFemalePct,PacificIslandMalePct,PacificIslandPct,TwoOrMoreFemalePct,TwoOrMoreMalePct,TwoOrMorePct,WhiteFemalePct,WhiteMalePct,WhitePct,LPS,category_cd_E,category_cd_I,"calendar_type_txt_Regular School, Traditional Calendar plus Year-Round Calendar","calendar_type_txt_Regular School, Year-Round Calendar",sna_pgm_type_cd_X,sna_pgm_type_cd_Y,calendar_only_txt_Traditional Calendar plus Year-Round Calendar,calendar_only_txt_Year-Round Calendar,esea_status_Esea_Pass,esea_status_Non_Esea,SBE Region_Northeast,SBE Region_Northwest,SBE Region_Piedmont-Triad,SBE Region_Sandhills,SBE Region_Southeast,SBE Region_Southwest,SBE Region_Western,SPG Grade_A+NG,SPG Grade_B,SPG Grade_C,SPG Grade_D,SPG Grade_F,SPG Grade_I,Reading SPG Grade_B,Reading SPG Grade_C,Reading SPG Grade_D,Reading SPG Grade_F,Math SPG Grade_B,Math SPG Grade_C,Math SPG Grade_D,Math SPG Grade_F,EVAAS Growth Status_Met,EVAAS Growth Status_NotMet,State Gap Compared_Insufficient Data,State Gap Compared_Less Than,Category_Cd_E,Category_Cd_I,esea_attendance_Met,Byod_YES,_1_to_1_access_YES,lea_avg_age_media_collection_1936,lea_avg_age_media_collection_1988,lea_avg_age_media_collection_1991,lea_avg_age_media_collection_1993,lea_avg_age_media_collection_1994,lea_avg_age_media_collection_1995,lea_avg_age_media_collection_1996,lea_avg_age_media_collection_1997,lea_avg_age_media_collection_1998,lea_avg_age_media_collection_1999,lea_avg_age_media_collection_2000,lea_avg_age_media_collection_2001,lea_avg_age_media_collection_2002,lea_avg_age_media_collection_2003,lea_avg_age_media_collection_2005,lea_avg_age_media_collection_2006,lea_avg_age_media_collection_2007,lea_avg_age_media_collection_2010,unit_code
0.0,1,0,0,0,0,0,407.0,417.0,0,14.0,11.0,12.0,15.0,23.0,14.0,8320.71,0.603,0.204,0.114,0.07400000000000001,0.005,1084.13,1758.35,5478.23,67.0,68.0,61.0,85.6,62.0,64.0,56.0,77.0,0.8,0.9,1.0,0.88,997.0,0.55,0.09,0.45,0.958,0.25,2.7,0.0,0.0,1.43,0.953,0.1,5.09,0.0,0.0,1.37,0.0004,25.0,20.0,1.0,0.07400000000000001,0.14800000000000002,0.778,27.0,8.0,0.444,0.07400000000000001,1.0,0.985,0.244,0.222,0.5329999999999999,26.0,4.0,0.284,0.188,0.015,0.008,1.0,0.0,0.882,0.984,0.0,0.118,0.0159999999999999,0.07400000000000001,0.778,0.14800000000000002,0.222,0.444,0.333,0.615,0.429,0.5710000000000001,0.731,0.5710000000000001,0.0,0.0,0.0,0.0,0.0,0.192,0.14300000000000002,0.14300000000000002,0.038,0.14300000000000002,0.263,0.368,0.368,0.0,0.0,0.0,0.0,0.0,0.192,0.429,0.28600000000000003,0.231,0.28600000000000003,0.0194647201946472,0.038929440389294405,0.0583941605839416,0.06569343065693431,0.07785888077858881,0.1435523114355231,0.09975669099756693,0.072992700729927,0.17274939172749393,0.0,0.0,0.0,0.20194647201946472,0.20681265206812646,0.4087591240875912,0.0,0.0,0.0,0.0170316301703163,0.0170316301703163,0.0340632603406326,0.2944038929440389,0.29683698296836986,0.5912408759124088,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181326
0.0,1,0,0,0,0,0,424.0,417.0,0,16.0,14.0,13.0,13.0,15.0,20.0,8320.71,0.603,0.204,0.114,0.07400000000000001,0.005,1084.13,1758.35,5478.23,54.0,53.0,53.0,84.0,47.0,44.0,47.0,59.0,0.8,0.6,0.5,0.68,997.0,0.55,0.09,0.45,0.953,0.24,4.72,0.0,0.0,0.94,0.953,0.1,5.09,0.0,0.0,1.37,0.0001,25.0,20.0,0.96,0.269,0.154,0.5770000000000001,25.0,2.0,0.34600000000000003,0.091,1.0,0.985,0.244,0.222,0.5329999999999999,26.0,4.0,0.284,0.188,0.015,0.008,1.0,0.0,0.882,0.984,0.0,0.118,0.0159999999999999,0.269,0.5770000000000001,0.154,0.222,0.444,0.333,0.375,0.5379999999999999,0.462,0.292,0.5379999999999999,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.077,0.292,0.0,0.056,0.111,0.833,0.0,0.0,0.0,0.0,0.0,0.375,0.462,0.462,0.417,0.462,0.011848341232227487,0.02369668246445497,0.035545023696682464,0.13270142180094788,0.15165876777251186,0.2843601895734597,0.13981042654028436,0.15876777251184834,0.2985781990521327,0.0,0.0,0.0,0.3412322274881517,0.3720379146919432,0.7132701421800948,0.0,0.0,0.0,0.05687203791469194,0.03791469194312797,0.0947867298578199,0.15165876777251186,0.13507109004739334,0.28672985781990523,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181332
0.0,1,0,0,0,0,0,364.0,417.0,0,22.0,22.0,14.0,10.0,16.0,15.0,8320.71,0.603,0.204,0.114,0.07400000000000001,0.005,1084.13,1758.35,5478.23,77.0,73.0,77.0,88.9,73.0,71.0,74.0,80.0,1.0,1.0,1.0,1.0,997.0,0.55,0.09,0.45,0.962,0.0,3.85,0.0,0.0,2.23,0.953,0.1,5.09,0.0,0.0,1.37,0.0001,30.0,20.0,0.978,0.16699999999999998,0.375,0.458,23.0,4.0,0.25,0.231,1.0,0.985,0.244,0.222,0.5329999999999999,26.0,4.0,0.284,0.188,0.015,0.008,1.0,0.0,0.882,0.984,0.0,0.118,0.0159999999999999,0.16699999999999998,0.458,0.375,0.222,0.444,0.333,0.667,0.8,0.5329999999999999,0.667,0.6,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.118,0.235,0.647,0.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.2,0.467,0.333,0.4,0.016,0.010666666666666666,0.02666666666666667,0.06933333333333333,0.055999999999999994,0.12533333333333332,0.12533333333333332,0.12266666666666665,0.248,0.0,0.0,0.0,0.248,0.2293333333333333,0.4773333333333333,0.0,0.0,0.0,0.037333333333333336,0.04,0.07733333333333334,0.2426666666666667,0.28,0.5226666666666666,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181336
0.0,1,0,0,0,0,0,308.0,417.0,0,21.0,19.0,10.0,10.0,19.0,20.0,8320.71,0.603,0.204,0.114,0.07400000000000001,0.005,1084.13,1758.35,5478.23,41.0,41.0,39.0,79.3,32.0,31.0,29.0,47.0,0.6,0.6,0.5,0.609,997.0,0.55,0.09,0.45,0.955,0.0,12.01,0.0,0.0,0.72,0.953,0.1,5.09,0.0,0.0,1.37,0.0,34.0,20.0,1.0,0.478,0.174,0.348,22.0,2.0,0.227,0.34600000000000003,1.0,0.985,0.244,0.222,0.5329999999999999,26.0,4.0,0.284,0.188,0.015,0.008,1.0,0.0,0.882,0.984,0.0,0.118,0.0159999999999999,0.478,0.348,0.174,0.222,0.444,0.333,0.563,0.75,0.417,0.5,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.125,0.083,0.0,0.0,0.0,0.16699999999999998,0.083,0.75,0.0,0.0,0.0,0.0,0.0,0.313,0.16699999999999998,0.583,0.5,0.833,0.0453074433656958,0.03883495145631068,0.08414239482200647,0.0906148867313916,0.10355987055016183,0.1941747572815534,0.13592233009708735,0.1488673139158576,0.284789644012945,0.0,0.0032362459546925572,0.0032362459546925572,0.3106796116504854,0.3268608414239482,0.6375404530744336,0.0,0.0,0.0,0.03883495145631068,0.032362459546925564,0.07119741100323625,0.1488673139158576,0.21359223300970875,0.3624595469255664,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181342
0.0,1,0,0,0,0,0,581.0,417.0,0,16.0,13.0,0.0,12.0,22.0,18.0,8320.71,0.603,0.204,0.114,0.07400000000000001,0.005,1084.13,1758.35,5478.23,49.0,50.0,52.0,59.8,46.0,47.0,45.0,47.0,0.563,0.5,0.5,0.5379999999999999,997.0,0.55,0.09,0.45,0.957,0.0,4.13,0.0,0.0,1.36,0.953,0.1,5.09,0.0,0.0,1.37,0.0,19.0,20.0,0.986,0.257,0.257,0.486,35.0,2.0,0.171,0.189,1.0,0.985,0.244,0.222,0.5329999999999999,26.0,4.0,0.284,0.188,0.015,0.008,1.0,0.0,0.882,0.984,0.0,0.118,0.0159999999999999,0.257,0.486,0.257,0.222,0.444,0.333,0.545,0.278,0.278,0.5760000000000001,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.07400000000000001,0.593,0.0,0.0,0.0,0.0,0.0,0.455,0.722,0.722,0.424,0.722,0.015410958904109588,0.0136986301369863,0.02910958904109589,0.0958904109589041,0.1284246575342466,0.2243150684931507,0.11643835616438356,0.1113013698630137,0.22773972602739725,0.0,0.0017123287671232876,0.0017123287671232876,0.2808219178082192,0.2996575342465753,0.5804794520547946,0.0017123287671232876,0.0,0.0017123287671232876,0.051369863013698634,0.044520547945205484,0.0958904109589041,0.19863013698630136,0.2208904109589041,0.4195205479452055,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181344
0.0,1,0,0,0,0,0,534.0,457.0,0,23.0,18.0,20.0,19.0,22.0,19.0,9029.46,0.613,0.212,0.08199999999999999,0.086,0.006999999999999999,980.46,2425.92,5623.08,67.0,61.0,76.0,74.3,65.0,60.0,73.0,55.0,1.0,0.8,0.667,0.852,965.0,0.54,0.14,0.51,0.964,0.0,2.81,0.0,0.0,1.91,0.945,0.29,4.01,0.0,0.0,1.07,0.0,20.0,18.0,0.969,0.313,0.375,0.313,32.0,5.0,0.406,0.131,1.0,0.988,0.298,0.31,0.393,28.0,5.0,0.393,0.188,0.0,0.0,1.0,0.0,0.0,0.986,0.0,0.0,0.014,0.313,0.313,0.375,0.28600000000000003,0.14300000000000002,0.5710000000000001,0.226,0.414,0.207,0.355,0.241,0.0,0.0,0.034,0.032,0.0,0.065,0.034,0.0,0.0,0.0,0.04,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.71,0.552,0.759,0.613,0.759,0.03148148148148148,0.042592592592592585,0.07407407407407407,0.03333333333333333,0.04074074074074074,0.07407407407407407,0.12407407407407407,0.1425925925925926,0.26666666666666666,0.001851851851851852,0.001851851851851852,0.003703703703703704,0.21666666666666667,0.25555555555555554,0.4722222222222222,0.0,0.0,0.0,0.025925925925925925,0.027777777777777776,0.053703703703703705,0.2222222222222222,0.3055555555555556,0.5277777777777778,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182322
0.0,1,0,0,0,0,0,355.0,457.0,0,23.0,21.0,20.0,14.0,21.0,24.0,9029.46,0.613,0.212,0.08199999999999999,0.086,0.006999999999999999,980.46,2425.92,5623.08,56.0,56.0,57.0,71.9,52.0,51.0,53.0,53.0,0.778,0.556,0.5,0.652,965.0,0.54,0.14,0.51,0.958,0.28,8.73,0.0,0.0,0.99,0.945,0.29,4.01,0.0,0.0,1.07,0.0,22.0,18.0,1.0,0.238,0.095,0.667,22.0,5.0,0.333,0.222,1.0,0.988,0.298,0.31,0.393,28.0,5.0,0.393,0.188,0.0,0.0,1.0,0.0,0.0,0.986,0.0,0.0,0.014,0.238,0.667,0.095,0.28600000000000003,0.14300000000000002,0.5710000000000001,0.476,0.333,0.333,0.333,0.111,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.353,0.647,0.0,0.0,0.0,0.0,0.0,0.476,0.667,0.667,0.667,0.889,0.01404494382022472,0.01966292134831461,0.033707865168539325,0.06460674157303371,0.1095505617977528,0.17415730337078653,0.11797752808988765,0.08426966292134831,0.20224719101123595,0.0,0.0,0.0,0.25842696629213485,0.24719101123595505,0.5056179775280899,0.002808988764044944,0.0,0.002808988764044944,0.058988764044943826,0.033707865168539325,0.09269662921348316,0.2528089887640449,0.2415730337078652,0.4943820224719101,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182324
0.0,1,0,0,0,0,0,482.0,457.0,0,23.0,21.0,21.0,20.0,23.0,19.0,9029.46,0.613,0.212,0.08199999999999999,0.086,0.006999999999999999,980.46,2425.92,5623.08,59.0,55.0,63.0,86.2,52.0,48.0,56.0,53.0,0.75,0.583,0.75,0.69,965.0,0.54,0.14,0.51,0.969,0.62,1.87,0.0,0.0,1.27,0.945,0.29,4.01,0.0,0.0,1.07,0.0,28.0,18.0,1.0,0.32299999999999995,0.387,0.29,31.0,0.0,0.419,0.213,1.0,0.988,0.298,0.31,0.393,28.0,5.0,0.393,0.188,0.0,0.0,1.0,0.0,0.0,0.986,0.0,0.0,0.014,0.32299999999999995,0.29,0.387,0.28600000000000003,0.14300000000000002,0.5710000000000001,0.214,0.481,0.185,0.214,0.259,0.036000000000000004,0.0,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.07400000000000001,0.1,0.35,0.55,0.0,0.0,0.0,0.0,0.0,0.75,0.519,0.778,0.7859999999999999,0.667,0.03680981595092025,0.034764826175869123,0.07157464212678936,0.07157464212678936,0.06952965235173825,0.1411042944785276,0.15337423312883436,0.1840490797546012,0.3374233128834356,0.0,0.002044989775051125,0.002044989775051125,0.2883435582822086,0.3149284253578732,0.6032719836400818,0.0,0.0,0.0,0.026584867075664625,0.024539877300613498,0.05112474437627812,0.21267893660531695,0.1840490797546012,0.3967280163599182,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182328
0.0,0,0,0,0,0,0,171.0,144.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9029.46,0.613,0.212,0.08199999999999999,0.086,0.006999999999999999,980.46,2425.92,5623.08,81.0,0.0,0.0,68.6,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,965.0,0.54,0.14,0.51,0.965,0.0,2.34,0.0,0.0,1.51,0.941,0.0,2.79,0.0,0.0,1.07,0.0,2.0,18.0,1.0,0.28600000000000003,0.28600000000000003,0.429,13.0,2.0,0.308,0.214,1.0,1.0,0.32299999999999995,0.226,0.452,15.0,2.0,0.233,0.3,0.0,0.0,0.972,0.0,0.0,0.986,0.0,0.0,0.014,0.28600000000000003,0.429,0.28600000000000003,0.28600000000000003,0.14300000000000002,0.5710000000000001,0.5,0.75,0.375,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.375,0.0,0.375,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.375,0.125,0.625,0.022727272727272728,0.0,0.022727272727272728,0.017045454545454544,0.022727272727272728,0.03977272727272727,0.03409090909090909,0.06818181818181818,0.10227272727272728,0.0,0.0,0.0,0.125,0.10795454545454546,0.23295454545454544,0.0,0.0,0.0,0.05113636363636364,0.017045454545454544,0.06818181818181818,0.4715909090909091,0.2954545454545455,0.7670454545454546,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182700
0.0,0,0,0,0,0,0,217.0,304.0,0,21.0,15.0,15.0,12.0,30.0,21.0,9649.54,0.614,0.205,0.093,0.08,0.008,863.27,3199.49,5586.78,67.0,71.0,61.0,84.6,63.0,68.0,54.0,75.0,0.875,0.875,1.0,0.905,955.0,0.64,0.17,0.44,0.963,0.0,6.45,0.0,0.0,1.03,0.958,0.26,3.68,0.0,0.0,1.1,0.0,57.0,24.0,0.974,0.1,0.2,0.7,19.0,5.0,0.474,0.08,1.0,0.991,0.129,0.25,0.621,23.0,5.0,0.447,0.097,0.009000000000000001,0.004,0.992,1.0,0.995,0.996,0.0,0.005,0.004,0.1,0.7,0.2,0.294,0.17600000000000002,0.529,0.474,0.333,0.333,0.789,0.333,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.474,0.667,0.667,0.211,0.667,0.0,0.0,0.0,0.0045045045045045045,0.009009009009009007,0.013513513513513514,0.036036036036036036,0.013513513513513514,0.04954954954954955,0.0,0.0,0.0,0.045045045045045036,0.022522522522522518,0.06756756756756757,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0045045045045045045,0.5045045045045045,0.427927927927928,0.9324324324324323,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190304
0.0,1,0,0,0,0,0,320.0,304.0,0,12.0,15.0,12.0,17.0,16.0,18.0,9649.54,0.614,0.205,0.093,0.08,0.008,863.27,3199.49,5586.78,62.0,62.0,60.0,86.4,56.0,56.0,54.0,61.0,0.833,0.667,0.667,0.742,955.0,0.64,0.17,0.44,0.966,0.63,7.19,0.0,0.0,1.03,0.958,0.26,3.68,0.0,0.0,1.1,0.0,42.0,24.0,1.0,0.042,0.083,0.875,24.0,6.0,0.542,0.095,0.98,0.991,0.129,0.25,0.621,23.0,5.0,0.447,0.097,0.009000000000000001,0.004,0.992,1.0,0.995,0.996,0.0,0.005,0.004,0.042,0.875,0.083,0.294,0.17600000000000002,0.529,0.8,0.5710000000000001,0.429,0.7,0.429,0.0,0.0,0.0,0.0,0.0,0.05,0.14300000000000002,0.14300000000000002,0.05,0.14300000000000002,0.0,0.214,0.7859999999999999,0.0,0.0,0.0,0.0,0.0,0.15,0.28600000000000003,0.429,0.25,0.429,0.0,0.0,0.0,0.047619047619047616,0.0253968253968254,0.07301587301587302,0.0984126984126984,0.060317460317460325,0.15873015873015872,0.0,0.0031746031746031746,0.0031746031746031746,0.15873015873015872,0.10793650793650794,0.26666666666666666,0.0,0.0,0.0,0.012698412698412698,0.01904761904761905,0.031746031746031744,0.36507936507936506,0.3682539682539683,0.7333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190308
0.0,1,0,0,0,0,0,284.0,304.0,0,16.0,19.0,15.0,13.0,16.0,18.0,9649.54,0.614,0.205,0.093,0.08,0.008,863.27,3199.49,5586.78,66.0,64.0,62.0,85.5,61.0,59.0,56.0,79.0,0.8,0.7,1.0,0.8,955.0,0.64,0.17,0.44,0.961,0.0,1.06,0.0,0.0,0.94,0.958,0.26,3.68,0.0,0.0,1.1,0.0,32.0,24.0,1.0,0.182,0.318,0.5,21.0,6.0,0.318,0.096,1.0,0.991,0.129,0.25,0.621,23.0,5.0,0.447,0.097,0.009000000000000001,0.004,0.992,1.0,0.995,0.996,0.0,0.005,0.004,0.182,0.5,0.318,0.294,0.17600000000000002,0.529,0.5,0.455,0.364,0.591,0.273,0.0,0.091,0.091,0.045,0.091,0.045,0.0,0.091,0.0,0.091,0.071,0.35700000000000004,0.5710000000000001,0.0,0.0,0.0,0.0,0.0,0.455,0.455,0.455,0.364,0.545,0.003584229390681004,0.0,0.003584229390681004,0.08243727598566307,0.08960573476702509,0.1720430107526882,0.025089605734767026,0.025089605734767026,0.05017921146953405,0.0,0.003584229390681004,0.003584229390681004,0.12903225806451613,0.13620071684587814,0.2652329749103943,0.0,0.0,0.0,0.017921146953405017,0.017921146953405017,0.035842293906810034,0.3405017921146953,0.3942652329749104,0.7347670250896058,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190332
0.0,1,0,0,0,0,0,291.0,304.0,0,15.0,18.0,14.0,16.0,19.0,18.0,9649.54,0.614,0.205,0.093,0.08,0.008,863.27,3199.49,5586.78,66.0,68.0,59.0,85.6,61.0,64.0,53.0,68.0,0.625,0.5,0.75,0.619,955.0,0.64,0.17,0.44,0.962,0.69,3.78,0.0,0.0,1.22,0.958,0.26,3.68,0.0,0.0,1.1,0.0,32.0,24.0,0.976,0.091,0.455,0.455,21.0,7.0,0.5710000000000001,0.027000000000000003,0.987,0.991,0.129,0.25,0.621,23.0,5.0,0.447,0.097,0.009000000000000001,0.004,0.992,1.0,0.995,0.996,0.0,0.005,0.004,0.091,0.455,0.455,0.294,0.17600000000000002,0.529,0.429,0.2,0.4,0.35700000000000004,0.3,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.14300000000000002,0.0,0.182,0.182,0.636,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.6,0.5,0.7,0.0033783783783783786,0.0,0.0033783783783783786,0.057432432432432436,0.08108108108108109,0.13851351351351351,0.06756756756756757,0.08445945945945946,0.15202702702702706,0.0033783783783783786,0.0,0.0033783783783783786,0.14864864864864866,0.18243243243243246,0.3310810810810811,0.0,0.0,0.0,0.01689189189189189,0.01689189189189189,0.03378378378378378,0.3277027027027027,0.34121621621621623,0.668918918918919,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190340
0.0,1,0,0,0,0,0,548.0,577.0,0,21.0,20.0,19.0,21.0,23.0,25.0,9649.54,0.614,0.205,0.093,0.08,0.008,863.27,3199.49,5586.78,58.0,53.0,60.0,86.8,51.0,49.0,51.0,57.0,0.7140000000000001,0.643,0.625,0.6759999999999999,955.0,0.64,0.17,0.44,0.962,0.36,1.09,0.0,0.0,1.43,0.959,0.45,2.98,0.0,0.0,1.1,0.0001,25.0,24.0,0.976,0.19,0.333,0.476,42.0,7.0,0.405,0.19,1.0,0.982,0.215,0.311,0.475,44.0,6.0,0.466,0.155,0.009000000000000001,0.005,1.0,1.0,0.995,0.996,0.0,0.005,0.004,0.19,0.476,0.333,0.294,0.17600000000000002,0.529,0.405,0.722,0.556,0.73,0.333,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.027000000000000003,0.0,0.048,0.381,0.5710000000000001,0.0,0.0,0.0,0.0,0.0,0.486,0.278,0.444,0.243,0.667,0.007259528130671506,0.003629764065335753,0.010889292196007259,0.0235934664246824,0.02722323049001815,0.05081669691470055,0.18148820326678766,0.1887477313974592,0.3702359346642468,0.003629764065335753,0.0018148820326678765,0.0054446460980036296,0.2323049001814882,0.22867513611615245,0.4609800362976407,0.0,0.0,0.0,0.016333938294010888,0.007259528130671506,0.0235934664246824,0.2577132486388385,0.2813067150635209,0.5390199637023594,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190341
