unit_code,ACTCompositeScore_UNCMin_LEP,ACTEnglish_ACTBenchmark_LEP,ACTMath_ACTBenchmark_LEP,ACTReading_ACTBenchmark_LEP,ACTScience_ACTBenchmark_LEP,ACTSubtests_BenchmarksMet_LEP,ACTWorkKeys_SilverPlus_LEP,ACTWriting_ACTBenchmark_LEP,EOCBiology_CACR_LEP,EOCBiology_GLP_LEP,EOCEnglish2_CACR_LEP,EOCEnglish2_GLP_LEP,EOCMathI_CACR_LEP,EOCMathI_GLP_LEP,EOCSubjects_CACR_LEP,EOCSubjects_GLP_LEP,EOG/EOCSubjects_CACR_LEP,EOG/EOCSubjects_GLP_LEP,EOGGr3_CACR_LEP,EOGGr3_GLP_LEP,EOGGr4_CACR_LEP,EOGGr4_GLP_LEP,EOGGr5_CACR_LEP,EOGGr5_GLP_LEP,EOGGr6_CACR_LEP,EOGGr6_GLP_LEP,EOGGr7_CACR_LEP,EOGGr7_GLP_LEP,EOGGr8_CACR_LEP,EOGGr8_GLP_LEP,EOGMathGr3_CACR_LEP,EOGMathGr3_GLP_LEP,EOGMathGr3-8_CACR_LEP,EOGMathGr3-8_GLP_LEP,EOGMathGr4_CACR_LEP,EOGMathGr4_GLP_LEP,EOGMathGr5_CACR_LEP,EOGMathGr5_GLP_LEP,EOGMathGr6_CACR_LEP,EOGMathGr6_GLP_LEP,EOGMathGr7_CACR_LEP,EOGMathGr7_GLP_LEP,EOGMathGr8_CACR_LEP,EOGMathGr8_GLP_LEP,EOGReadingGr3_CACR_LEP,EOGReadingGr3_GLP_LEP,EOGReadingGr3-8_CACR_LEP,EOGReadingGr3-8_GLP_LEP,EOGReadingGr4_CACR_LEP,EOGReadingGr4_GLP_LEP,EOGReadingGr5_CACR_LEP,EOGReadingGr5_GLP_LEP,EOGReadingGr6_CACR_LEP,EOGReadingGr6_GLP_LEP,EOGReadingGr7_CACR_LEP,EOGReadingGr7_GLP_LEP,EOGReadingGr8_CACR_LEP,EOGReadingGr8_GLP_LEP,EOGScienceGr5_CACR_LEP,EOGScienceGr5_GLP_LEP,EOGScienceGr5&8_CACR_LEP,EOGScienceGr5&8_GLP_LEP,EOGScienceGr8_CACR_LEP,EOGScienceGr8_GLP_LEP,EOGSubjects_CACR_LEP,EOGSubjects_GLP_LEP,GraduationRate_4yr_LEP,GraduationRate_5yr_LEP
010340,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
010346,,,,,,,,,,,,,,,,,0.0,5.9,0.0,0.0,0.0,16.7,0.0,0.0,,,,,,,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,5.9,,
010347,,,,,,,,,,,,,,,,,14.3,22.9,12.5,25.0,16.7,25.0,16.7,16.7,,,,,,,10.0,30.0,18.8,31.3,16.7,16.7,50.0,50.0,,,,,,,15.0,20.0,12.5,18.8,16.7,33.3,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,14.3,22.9,,
010348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.6,0.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,39.1
010350,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,6.1,0.0,0.0,,,0.0,0.0,,,,,5.3,5.3,0.0,5.9,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,6.3,6.3,0.0,0.0,,,0.0,6.9,0.0,6.9,0.0,0.0,,
010351,,,,,,,,,,,,,,,,,6.6,13.1,0.0,15.4,7.1,7.1,14.3,14.3,,,,,,,0.0,7.7,0.0,7.4,0.0,0.0,14.3,14.3,,,,,,,0.0,23.1,7.4,18.5,14.3,14.3,14.3,14.3,,,,,,,14.3,14.3,14.3,14.3,,,6.6,13.1,,
010353,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.5,9.1,,,,,,,0.0,0.0,0.0,0.0,9.5,19.0,,,0.0,0.0,,,,,9.1,9.1,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,28.6,57.1,28.6,57.1,5.5,9.1,,
010354,,,,,,,,,,,,,,,,,15.0,20.3,21.0,29.0,13.0,15.2,8.9,13.3,,,,,,,12.9,22.6,14.5,20.3,17.4,17.4,13.3,20.0,,,,,,,29.0,35.5,15.9,21.7,8.7,13.0,0.0,6.7,,,,,,,13.3,13.3,13.3,13.3,,,15.0,20.3,,
010357,,,,,,,,,,,,,,,,,11.8,18.9,17.6,29.7,0.0,0.0,5.1,5.1,,,,,,,16.2,32.4,12.3,22.8,0.0,0.0,7.7,7.7,,,,,,,18.9,27.0,12.3,17.5,0.0,0.0,0.0,0.0,,,,,,,7.7,7.7,7.7,7.7,,,11.8,18.9,,
010358,,,,,,,,,,,,,,,,,17.4,30.4,21.9,40.6,0.0,0.0,16.7,16.7,,,,,,,18.8,37.5,18.2,31.8,0.0,0.0,0.0,0.0,,,,,,,25.0,43.8,18.2,31.8,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,17.4,30.4,,
010360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,16.7,0.0,0.0,0.0,8.7,0.0,9.3,0.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,47.6
010362,,,,,,,,,,,,,,,,,47.6,52.4,62.5,68.8,0.0,0.0,0.0,0.0,,,,,,,62.5,75.0,50.0,60.0,0.0,0.0,0.0,0.0,,,,,,,62.5,62.5,50.0,50.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,47.6,52.4,,
010364,,,,,,,,,,,,,,,,,28.6,37.7,47.2,63.9,10.0,10.0,14.3,19.0,,,,,,,61.1,77.8,40.0,48.6,10.0,10.0,28.6,28.6,,,,,,,33.3,50.0,20.0,28.6,10.0,10.0,0.0,0.0,,,,,,,14.3,28.6,14.3,28.6,,,28.6,37.7,,
010372,,,,,,,,,,,,,,,,,21.9,34.4,25.0,43.8,20.0,30.0,16.7,16.7,,,,,,,25.0,62.5,26.7,46.7,20.0,20.0,0.0,0.0,,,,,,,25.0,25.0,20.0,26.7,20.0,40.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,21.9,34.4,,
010374,,,,,,,,,,,,,,,,,26.0,37.4,40.5,56.0,0.0,6.3,0.0,0.0,,,,,,,42.9,66.7,28.6,46.0,0.0,6.3,0.0,0.0,,,,,,,38.1,45.2,25.4,31.7,0.0,6.3,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,26.0,37.4,,
010378,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
010380,,,,,,,,,,,,,,,,,8.5,16.2,13.0,27.8,0.0,5.6,7.4,7.4,,,,,,,7.4,25.9,9.3,18.5,5.6,5.6,22.2,22.2,,,,,,,18.5,29.6,9.3,16.7,0.0,5.6,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,8.5,16.2,,
010384,,,,,,,,,,,,,,,,,20.0,40.0,33.3,50.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,20.0,40.0,,
010388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,25.0,8.7,13.0,8.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,57.1
010390,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10.9,23.9,,,,,,,16.7,33.3,6.3,12.5,12.5,29.2,,,5.3,15.8,,,,,0.0,0.0,12.5,25.0,0.0,0.0,,,10.5,21.1,,,,,0.0,0.0,0.0,0.0,12.5,37.5,,,25.0,50.0,25.0,50.0,10.9,23.9,,
010392,,,,,,,,,,,,,,,,,5.3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,5.3,10.5,,
010394,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.1,11.2,,,,,,,6.3,12.5,5.9,5.9,0.0,14.6,,,0.0,7.3,,,,,0.0,0.0,11.8,11.8,0.0,6.3,,,0.0,12.2,,,,,12.5,25.0,0.0,0.0,0.0,18.8,,,12.5,18.8,12.5,18.8,5.1,11.2,,
010396,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,12.5,25.0,0.0,0.0,5.3,10.5,5.6,11.1,5.6,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,75.0
010400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,0.0
010403,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,7.4,7.4,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,22.2,22.2,22.2,22.2,0.0,0.0,,
010406,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12.2,18.4,,,,,,,5.6,16.7,18.8,18.8,13.3,20.0,,,13.6,27.3,,,,,11.1,33.3,25.0,25.0,0.0,20.0,,,9.1,9.1,,,,,0.0,0.0,12.5,12.5,20.0,20.0,,,20.0,20.0,20.0,20.0,12.2,18.4,,
01B000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01C000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01D000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0,40.0,40.0,25.0,25.0,17.3,30.8,14.3,42.9,25.0,33.3,0.0,0.0,0.0,7.1,0.0,10.0,30.3,39.4,19.0,57.1,19.2,42.3,50.0,66.7,0.0,0.0,0.0,14.3,0.0,0.0,27.3,45.5,9.5,28.6,7.7,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.2,18.2,0.0,0.0,38.5,46.2,45.5,54.5,16.2,31.6,0.0,0.0
020302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
020304,,,,,,,,,,,,,,,,,66.7,66.7,66.7,66.7,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,66.7,66.7,,
020306,,,,,,,,,,,,,0.0,0.0,0.0,0.0,13.3,23.3,,,,,,,0.0,0.0,0.0,0.0,22.2,33.3,,,8.3,16.7,,,,,0.0,0.0,0.0,0.0,16.7,33.3,,,8.3,16.7,,,,,0.0,0.0,0.0,0.0,16.7,16.7,,,33.3,50.0,33.3,50.0,13.3,23.3,,
020308,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
020316,,,,,,,,,,,,,,,,,10.0,36.7,0.0,36.4,25.0,37.5,0.0,0.0,,,,,,,9.1,63.6,20.0,66.7,0.0,0.0,0.0,0.0,,,,,,,0.0,9.1,0.0,6.7,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,10.0,36.7,,
020320,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
020324,,,,,,,,,,,,,,,,,0.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,33.3,,
020328,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
020330,,,,,,,,,,,,,0.0,0.0,0.0,0.0,25.0,32.1,,,,,,,0.0,16.7,0.0,0.0,40.0,46.7,,,18.2,36.4,,,,,0.0,0.0,0.0,0.0,40.0,60.0,,,9.1,9.1,,,,,0.0,0.0,0.0,0.0,20.0,20.0,,,60.0,60.0,60.0,60.0,22.2,29.6,,
020332,,,,,,,,,,,,,,,,,8.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,8.3,25.0,,
030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,11.8,25.3,37.4,37.5,56.3,33.3,33.3,33.3,53.3,0.0,0.0,12.5,18.8,22.2,22.2,50.0,81.3,37.8,54.1,0.0,0.0,60.0,80.0,0.0,0.0,12.5,12.5,0.0,0.0,25.0,31.3,21.6,32.4,0.0,0.0,0.0,40.0,0.0,0.0,12.5,25.0,0.0,0.0,40.0,40.0,37.5,37.5,0.0,0.0,30.5,42.7,0.0,0.0
030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,11.8,0.0,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
030308,,,,,,,,,,,,,0.0,0.0,0.0,0.0,48.3,65.5,75.0,91.7,0.0,0.0,33.3,55.6,0.0,0.0,0.0,0.0,0.0,0.0,83.3,100.0,61.5,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,83.3,38.5,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,65.5,,
030316,,,,,,,,,,,,,0.0,0.0,0.0,0.0,33.3,41.7,25.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,41.7,,
030320,,,,,,,,,,,,,0.0,0.0,0.0,0.0,17.1,26.8,8.3,33.3,0.0,0.0,33.3,50.0,0.0,0.0,20.0,20.0,22.2,22.2,16.7,66.7,16.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,11.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,17.1,26.8,,
040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,11.0,26.7,33.3,20.0,20.0,0.0,0.0,14.3,14.3,0.0,0.0,11.1,11.1,37.5,50.0,16.2,18.9,40.0,40.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,0.0,14.3,14.3,5.6,5.6,0.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,11.1,12.3,83.3,0.0
040304,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
040305,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
040306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,0.0
040308,,,,,,,,,,,,,,,,,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,37.5,37.5,,
040309,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,11.1,11.1,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
040311,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
040316,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
040324,,,,,,,,,,,,,,,,,7.7,15.4,16.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,16.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,7.7,15.4,,
040328,,,,,,,,,,,,,,,,,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,42.9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,25.0,25.0,,
040330,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
040700,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
