unit_code,pct_GCE_ALL,pct_GCE_LEP,pct_GCE_PRM,pct_GCE_RPF,pct_GCE_SWD,pct_PASSED_EOG,pct_PASSED_LAA,pct_PASSED_RTA,pct_PROMOTED,pct_RETAINED
090304,0.063,,,,,0.6559999999999999,0.156,,0.9059999999999999,
090317,0.059000000000000004,,,,,0.5760000000000001,0.294,,0.929,0.071
090318,0.18,,,0.131,,0.49200000000000005,0.213,,0.902,0.098
090324,0.04,,,,,0.58,0.3,,0.94,
090328,0.188,,,,,,0.563,,0.95,
090333,0.14300000000000002,,,,0.10400000000000001,0.442,0.299,,0.883,0.11699999999999999
090352,0.146,,,,,0.512,,,0.805,0.195
100302,0.065,,,,0.065,0.605,0.121,,0.847,0.153
100304,0.037000000000000005,,,,,0.6829999999999999,0.122,0.073,0.95,
100310,0.16899999999999998,,,0.16899999999999998,,0.631,,,0.9079999999999999,0.092
100320,0.159,,,0.085,0.061,0.537,,,0.902,0.098
100336,0.027999999999999997,,,,,0.706,0.147,,0.95,
100338,0.223,,,0.11599999999999999,0.107,0.518,,,0.95,
100339,0.19,,,,0.155,0.631,,,0.95,
100340,0.059000000000000004,,,,,0.706,,0.059000000000000004,0.95,
100342,0.146,,,,0.13,0.642,,,0.95,
100344,0.159,,,0.111,,0.47600000000000003,0.127,,0.873,0.127
10A000,0.0,,,,,0.78,0.073,,0.872,0.128
110308,0.278,,,,0.222,0.556,,,0.917,
110320,0.076,,,,,0.737,,,0.907,0.09300000000000001
110324,0.161,,,0.10300000000000001,0.057,0.701,0.08,,0.943,0.057
110332,0.133,,,,0.133,0.711,,,0.95,
110348,0.174,,,,0.163,0.413,0.163,,0.7609999999999999,0.239
110356,0.13699999999999998,,,,0.099,0.649,0.168,,0.95,
110366,0.071,,,,0.071,0.7959999999999999,,,0.888,0.11199999999999999
110368,0.121,,,0.086,,0.7759999999999999,,,0.9309999999999999,
110370,0.075,,,,,0.688,0.113,,0.9129999999999999,0.08800000000000001
110372,0.105,,,,0.105,0.579,0.08800000000000001,,0.789,0.21100000000000002
110376,0.08,,,,0.08,0.59,0.23,,0.92,0.08
110379,0.126,,,,0.11900000000000001,0.589,0.21899999999999997,,0.934,0.066
110384,0.081,,,,0.068,0.568,0.17600000000000002,,0.892,0.10800000000000001
110388,0.11599999999999999,,,,,0.884,,,0.95,
110408,0.138,,,,0.095,0.7070000000000001,,,0.879,0.121
110410,0.048,,,,,0.635,0.183,,0.8809999999999999,0.11900000000000001
110412,0.076,,,,0.076,0.606,,,0.8640000000000001,0.136
110422,0.122,,,,0.10099999999999999,0.727,,,0.885,0.115
110428,0.07400000000000001,,,,,0.77,,,0.9259999999999999,0.07400000000000001
110436,0.153,,,,0.139,0.635,0.095,,0.8909999999999999,0.109
110444,0.125,,,,,0.45799999999999996,0.25,,0.833,
111304,0.12,,,,0.12,0.5,,,0.78,0.22
111306,0.0,,,,,0.775,,,0.863,0.138
111312,0.08,,,,0.067,0.76,,,0.9329999999999999,0.067
111332,0.113,,,,0.113,0.648,,,0.9009999999999999,0.099
111360,0.092,,,,0.079,0.763,,0.066,0.9470000000000001,
11A000,0.068,,,,,0.8859999999999999,,,0.95,
11B000,0.075,,,,,0.725,,,0.9,
11K000,0.055999999999999994,,,,,0.778,,,0.9440000000000001,
120304,0.081,,,,,0.622,0.18899999999999997,,0.919,
120312,0.0,,,,,0.623,0.26,,0.922,0.078
120316,0.024,,,,,0.598,0.256,,0.9390000000000001,0.061
120320,0.09300000000000001,,,,,0.685,0.204,,0.95,
120324,0.055,,,,,0.691,0.23600000000000002,,0.95,
120338,0.418,,,0.273,0.145,0.545,,,0.95,
120340,0.057,,,,,0.264,0.402,,0.885,0.115
120344,0.045,,,,,0.75,0.114,,0.95,
120352,0.0,,,,,,,,,
120360,0.040999999999999995,,,,,0.6940000000000001,0.204,,0.95,
120364,0.013999999999999999,,,,,0.575,0.35600000000000004,,0.95,
120368,0.24100000000000002,,,0.22399999999999998,,0.655,,,0.95,
120372,0.0,,,,,0.868,0.132,,0.95,
120374,0.106,,,,0.067,0.6829999999999999,0.183,,0.95,
120380,0.03,,,,,0.672,0.19399999999999998,,0.925,0.075
120386,0.129,,,,0.129,0.613,0.19399999999999998,,0.95,
12A000,0.0,,,,,0.684,,,0.8420000000000001,
130304,0.09300000000000001,,,,0.09300000000000001,0.621,0.05,0.057,0.879,0.121
130308,0.057999999999999996,,,,0.057999999999999996,0.579,0.057999999999999996,0.132,0.9009999999999999,0.099
130309,0.028999999999999998,,,,,0.58,0.145,,0.768,0.23199999999999998
130311,0.063,,,,,0.7,0.138,,0.925,0.075
130312,0.036000000000000004,,,,,0.836,0.055,,0.95,
130319,0.038,,,,,0.8170000000000001,0.096,,0.95,
130321,0.071,,,,0.054000000000000006,0.58,0.188,,0.848,0.152
130322,0.073,,,,0.073,0.6990000000000001,0.154,,0.95,
130325,0.025,,,,,0.7070000000000001,0.14,,0.917,0.083
130328,0.075,,,,,0.415,0.358,,0.8490000000000001,0.151
130329,0.023,,,,,0.569,0.185,,0.823,0.177
130330,0.057,,,,,0.743,,,0.8859999999999999,
130331,0.043,,,,,0.667,0.159,,0.935,0.065
130336,0.05,,,,,0.7759999999999999,0.081,,0.932,0.068
130338,0.10300000000000001,,,,0.10300000000000001,0.579,0.079,,0.857,0.14300000000000002
130340,0.12,,,,0.113,0.45799999999999996,0.218,,0.845,0.155
130342,0.106,,,,0.092,0.5529999999999999,0.071,,0.787,0.213
130344,0.113,,,,0.113,0.515,0.052000000000000005,0.07200000000000001,0.784,0.21600000000000003
130345,0.025,,,,,0.6809999999999999,0.1,0.069,0.894,0.106
132308,0.114,,,,0.065,0.47200000000000003,0.22,,0.813,0.187
132312,0.129,,,,0.071,0.4,0.314,,0.843,0.157
132328,0.105,,,,0.084,0.46299999999999997,0.23199999999999998,,0.8109999999999999,0.18899999999999997
132332,0.06,,,,,0.56,0.25,,0.8809999999999999,0.11900000000000001
132336,0.20600000000000002,,,,0.162,0.544,0.17600000000000002,,0.941,
13A000,0.0,,,,,0.8170000000000001,,,0.873,0.127
13B000,0.061,,,,,0.7879999999999999,0.121,,0.95,
140304,0.033,,,,,0.77,0.131,,0.95,
140307,0.0,,,,,,,,,
140308,0.053,,,,,0.684,0.184,,0.9209999999999999,
140312,0.151,,,0.081,0.07,0.605,0.174,,0.95,
140316,0.057,,,,,0.636,0.159,,0.943,0.057
140324,0.076,,,,0.054000000000000006,0.467,0.337,,0.902,0.098
140340,0.066,,,,,0.66,0.16,,0.8959999999999999,0.10400000000000001
140344,0.21100000000000002,,,,,0.42100000000000004,0.316,,0.9470000000000001,
140352,0.111,,,,0.068,0.65,0.154,,0.9490000000000001,0.051
140360,0.0,,,,,0.524,,,0.81,
140372,0.034,,,,,0.5760000000000001,0.322,,0.932,
140376,0.0,,,,,,0.556,,0.95,
140384,0.040999999999999995,,,,,0.653,0.22399999999999998,,0.95,
140388,0.0,,,,,0.679,0.25,,0.95,
140392,0.067,,,,,0.5,0.2,,0.767,0.233
140396,0.085,,,,,0.542,0.16899999999999998,,0.898,0.102
150308,0.0,,,,,0.774,0.158,,0.9470000000000001,0.053
160304,0.267,,,,,0.733,,,0.95,
160306,0.151,,,,0.096,0.6709999999999999,0.096,,0.95,
160308,0.195,,,,0.156,0.753,,,0.95,
160309,0.5,,,,,,,,,
160316,0.0,,,,,0.8240000000000001,,,0.882,
160322,0.115,,,,0.07200000000000001,0.755,,,0.9209999999999999,0.079
160324,0.094,,,,0.07,0.758,0.11699999999999999,,0.95,
160332,0.040999999999999995,,,,,0.612,0.22399999999999998,,0.878,0.122
160352,0.08900000000000001,,,0.052000000000000005,,0.807,0.096,,0.95,
16B000,0.031,,,,,0.9059999999999999,,,0.938,
170334,0.0,,,,,0.563,0.15,,0.813,0.188
170339,0.02,,,,,0.612,0.22399999999999998,,0.9179999999999999,
170342,0.019,,,,,0.48100000000000004,0.135,,0.7879999999999999,0.212
170344,0.048,,,,,0.619,,,0.762,0.23800000000000002
180304,0.145,,,,0.12,0.675,0.07200000000000001,,0.9279999999999999,0.07200000000000001
180312,0.08199999999999999,,,,,0.633,,,0.7959999999999999,0.204
180316,0.040999999999999995,,,,,0.684,,0.071,0.8370000000000001,0.163
180324,0.076,,,,,0.667,,0.076,0.848,0.152
180326,0.098,,,,,0.77,,,0.934,
180332,0.13,,,,0.13,0.35200000000000004,0.204,,0.778,0.222
180336,0.057,,,,,0.75,,,0.898,0.102
180343,0.115,,,,0.10300000000000001,0.385,0.256,,0.821,0.179
180344,0.086,,,,,0.506,0.16,,0.765,0.235
180356,0.061,,,,,0.684,0.061,,0.825,0.175
180360,0.102,,,0.068,,0.659,0.068,,0.8640000000000001,0.136
180368,0.16699999999999998,,,0.125,,0.6940000000000001,,,0.917,0.083
180372,0.129,,,0.079,,0.366,0.069,0.08900000000000001,0.703,0.297
180379,0.20800000000000002,,,0.10400000000000001,0.078,0.5710000000000001,0.16899999999999998,,0.95,
180380,0.109,,,,0.065,0.674,0.141,,0.924,0.076
180388,0.083,,,,,0.55,,,0.633,0.36700000000000005
181326,0.055999999999999994,,,,,0.685,0.16899999999999998,,0.9440000000000001,0.055999999999999994
181332,0.053,,,,,0.561,0.281,,0.895,0.105
181336,0.019,,,,,0.679,,,0.792,0.20800000000000002
181342,0.053,,,,,0.456,0.263,,0.789,0.21100000000000002
181344,0.048,,,,,0.6,0.171,,0.848,0.152
182304,0.667,,,,0.667,0.33299999999999996,,,0.95,
182322,0.052000000000000005,,,,,0.598,0.124,0.07200000000000001,0.8759999999999999,0.124
182324,0.1,,,,,0.75,,,0.925,
182328,0.12300000000000001,,,,0.11,0.521,0.12300000000000001,,0.8490000000000001,0.151
190304,0.24100000000000002,,,,,0.586,,,0.95,
190308,0.05,,,,,0.6,,,0.875,0.125
190332,0.028999999999999998,,,,,0.794,,,0.912,
190340,0.095,,,,,0.619,,0.14300000000000002,0.905,
190341,0.098,,,,0.076,0.511,,0.065,0.75,0.25
190346,0.09300000000000001,,,,,0.804,,,0.95,
190348,0.05,,,,0.05,0.69,,0.06,0.86,0.14
190350,0.134,,,,0.109,0.58,,,0.807,0.193
190352,0.064,,,,,0.723,,,0.851,0.149
190370,0.129,,,,0.059000000000000004,0.47100000000000003,,0.08199999999999999,0.741,0.259
19A000,0.10800000000000001,,,,,0.892,,,0.95,
19B000,0.031,,,,,0.938,,,0.95,
19C000,0.0,,,,,0.828,,,0.95,
200304,0.125,,,,0.125,0.521,,,0.7290000000000001,0.271
200312,0.222,,,,,0.667,,,0.889,
200316,0.381,,,,,0.429,,,0.857,
200320,0.483,,,0.379,,0.414,,,0.897,
200324,0.10300000000000001,,,,0.09,0.654,,,0.8590000000000001,0.141
200332,0.0,,,,,0.619,,0.23800000000000002,0.905,
200336,0.077,,,,,0.731,,,0.9229999999999999,
20A000,0.17600000000000002,,,,,0.588,,,0.95,
210306,0.1,,,0.094,,0.588,0.18100000000000002,,0.888,0.113
220308,0.248,,,0.128,0.11900000000000001,0.6509999999999999,0.073,,0.95,
230304,0.07400000000000001,,,0.064,,0.7979999999999999,0.053,,0.95,
230308,0.165,,,0.08800000000000001,0.077,0.725,,,0.95,
230320,0.27699999999999997,,,0.128,0.149,0.638,,,0.95,
230334,0.26,,,0.26,,0.64,0.1,,0.95,
230340,0.157,,,,0.10800000000000001,0.627,,,0.95,
230342,0.2,,,,0.2,0.418,,,0.764,0.23600000000000002
230344,0.159,,,0.098,0.061,0.6459999999999999,0.134,,0.95,
230346,0.136,,,,,0.508,,,0.831,0.16899999999999998
230348,0.184,,,0.092,0.092,0.655,,,0.95,
230355,0.22399999999999998,,,0.105,0.11800000000000001,0.539,,0.079,0.934,0.066
230357,0.2,,,0.175,,0.775,,,0.95,
230359,0.16699999999999998,,,,,0.833,,,0.95,
230364,0.08800000000000001,,,,0.053,0.708,0.062,,0.894,0.106
230368,0.18,,,0.10800000000000001,0.07200000000000001,0.613,,,0.9279999999999999,0.07200000000000001
230370,0.2,,,0.083,0.11699999999999999,0.65,,,0.95,
230376,0.21899999999999997,,,0.094,0.109,0.6409999999999999,,,0.938,
230380,0.133,,,0.107,,0.76,0.09300000000000001,,0.95,
23A000,0.0,,,,,0.884,,,0.907,
240308,0.127,,,,,0.455,0.218,,0.818,0.182
240328,0.027000000000000003,,,,,0.703,,,0.865,0.135
240332,0.044000000000000004,,,,,0.4,0.111,0.111,0.733,0.267
240344,0.094,,,,,0.5,,,0.688,0.313
240352,0.032,,,,,0.419,,,0.5479999999999999,0.452
240354,0.125,,,,0.125,0.375,0.188,,0.7659999999999999,0.23399999999999999
240370,0.0,,,,,0.7020000000000001,0.106,,0.894,0.106
240372,0.087,,,,0.087,0.565,,,0.7390000000000001,0.261
240388,0.086,,,,0.086,0.643,0.129,,0.8859999999999999,0.114
241308,0.012,,,,,0.65,,0.10400000000000001,0.828,0.172
24C000,0.0,,,,,,,,,0.889
24N000,0.018000000000000002,,,,,0.631,0.10800000000000001,,0.784,0.21600000000000003
250304,0.127,,,,0.127,0.5820000000000001,0.182,,0.909,0.091
250306,0.045,,,,,0.7190000000000001,0.079,,0.865,0.135
250308,0.096,,,,0.096,0.5539999999999999,0.096,,0.904,0.096
250312,0.147,,,,0.121,0.638,0.121,,0.914,0.086
250316,0.075,,,,0.075,0.667,0.161,,0.914,0.086
250320,0.057,,,,0.057,0.552,0.138,,0.8740000000000001,0.126
250328,0.073,,,,,0.691,0.091,,0.909,0.091
250336,0.068,,,,,0.627,0.18600000000000003,,0.932,
250348,0.063,,,,,0.524,0.127,,0.794,0.20600000000000002
250350,0.065,,,,0.054000000000000006,0.441,0.344,,0.892,0.10800000000000001
250360,0.09699999999999999,,,,0.081,0.435,0.21,,0.871,0.129
250362,0.059000000000000004,,,,,0.441,0.20600000000000002,,0.794,0.20600000000000002
250364,0.092,,,,0.079,0.618,0.132,,0.9079999999999999,0.092
250378,0.026000000000000002,,,,,0.87,0.078,,0.95,
250380,0.042,,,,,0.7040000000000001,0.19699999999999998,,0.9440000000000001,
260306,0.111,,,,,0.778,,,0.95,
260308,0.141,,,,0.099,0.606,,,0.845,0.155
260310,0.138,,,0.096,,0.521,,,0.851,0.149
260312,0.11800000000000001,,,,,0.882,,,0.95,
260316,0.214,,,,,0.5710000000000001,,,0.857,
260320,0.105,,,,0.105,0.5660000000000001,,,0.9209999999999999,0.079
260326,0.14,,,,0.08,0.52,,,0.72,0.28
260332,0.08,,,,,0.787,,,0.95,
260338,0.059000000000000004,,,,,0.47100000000000003,,,0.755,0.245
260340,0.239,,,0.113,0.113,0.324,,,0.6759999999999999,0.324
260342,0.061,,,,0.061,0.561,0.061,,0.7140000000000001,0.28600000000000003
260344,0.35700000000000004,,,0.23800000000000002,0.11900000000000001,0.5479999999999999,,,0.95,
260348,0.057999999999999996,,,,0.057999999999999996,0.5479999999999999,,0.067,0.76,0.24
260352,0.16399999999999998,,,,0.10400000000000001,0.612,,,0.94,
260356,0.059000000000000004,,,,,0.912,,,0.95,
260361,0.151,,,,0.113,0.623,,,0.887,0.113
260364,0.122,,,,0.102,0.622,,,0.8270000000000001,0.17300000000000001
260366,0.036000000000000004,,,,,0.73,0.07200000000000001,,0.9279999999999999,0.07200000000000001
260367,0.08,,,,0.055999999999999994,0.6559999999999999,,,0.8079999999999999,0.192
260370,0.099,,,,0.092,0.5820000000000001,,,0.83,0.17
260373,0.075,,,,0.055999999999999994,0.7140000000000001,,,0.894,0.106
260375,0.057999999999999996,,,,,0.696,,0.087,0.899,0.10099999999999999
260380,0.08800000000000001,,,,,0.784,,,0.9359999999999999,0.064
260382,0.127,,,,0.10099999999999999,0.506,,,0.899,0.10099999999999999
260386,0.133,,,,0.133,0.556,,,0.7559999999999999,0.244
260396,0.10300000000000001,,,,0.077,0.551,,0.077,0.846,0.154
260397,0.036000000000000004,,,,,0.847,,,0.946,0.054000000000000006
260398,0.036000000000000004,,,,,0.6990000000000001,,,0.831,0.16899999999999998
260400,0.138,,,,0.077,0.738,,,0.95,
260401,0.07200000000000001,,,,0.07200000000000001,0.48200000000000004,0.084,0.06,0.892,0.10800000000000001
260402,0.136,,,,0.085,0.542,,,0.797,0.203
260403,0.08900000000000001,,,,0.059000000000000004,0.653,0.079,,0.8320000000000001,0.168
260404,0.16899999999999998,,,,0.154,0.615,,,0.95,
260405,0.125,,,,,0.725,,,0.9,
260407,0.17,,,0.094,0.075,0.6890000000000001,,,0.915,0.085
260410,0.048,,,,,0.667,,,0.81,0.19
260414,0.209,,,,0.151,0.5579999999999999,,,0.8140000000000001,0.18600000000000003
260415,0.055,,,,,0.882,,,0.9359999999999999,0.064
260416,0.368,,,0.158,0.21100000000000002,0.526,,,0.95,
260426,0.141,,,,0.099,0.507,0.07,,0.95,
260430,0.076,,,,0.063,0.835,,,0.95,
260434,0.009000000000000001,,,,,0.853,,0.052000000000000005,0.948,0.052000000000000005
260440,0.065,,,,0.065,0.597,0.065,,0.7659999999999999,0.23399999999999999
260444,0.133,,,,,0.5329999999999999,,,0.8,
260448,0.032,,,,,0.912,,,0.95,
260450,0.154,,,,0.138,0.523,,,0.738,0.262
260452,0.065,,,0.054000000000000006,,0.462,,0.054000000000000006,0.667,0.33299999999999996
260459,0.062,,,,,0.395,,0.07400000000000001,0.654,0.34600000000000003
26B000,0.0,,,,,0.5579999999999999,,,0.5579999999999999,0.442
270304,0.242,,,,0.152,0.33299999999999996,0.182,,0.9390000000000001,
270309,0.067,,,,,0.511,,,0.733,0.267
270310,0.079,,,,0.079,0.6629999999999999,0.157,,0.95,
270312,0.083,,,,,0.75,,,0.95,
270316,0.06,,,,,0.821,,,0.95,
270320,0.294,,,,0.235,0.5,0.20600000000000002,,0.95,
27A000,0.0,,,,,,,,,
280302,0.152,,,,0.152,0.674,,,0.935,
280308,0.026000000000000002,,,,,0.731,0.141,,0.9359999999999999,0.064
280310,0.174,,,0.092,0.083,0.716,,,0.95,
280312,0.102,,,,0.071,0.48,0.17300000000000001,,0.898,0.102
280324,0.051,,,,,0.5760000000000001,0.237,,0.9490000000000001,
290302,0.0,,,,,0.63,0.16699999999999998,,0.7959999999999999,0.204
290306,0.19699999999999998,,,0.092,0.105,0.513,0.079,,0.8420000000000001,0.158
290307,0.121,,,,0.121,0.534,0.172,,0.862,0.138
290310,0.667,,,,,,,,0.95,
290312,0.145,,,,0.145,0.493,0.261,,0.9129999999999999,0.087
290316,0.067,,,,0.067,0.6920000000000001,0.163,,0.95,
290320,0.14800000000000002,,,,0.14800000000000002,0.344,0.262,,0.8029999999999999,0.19699999999999998
290328,0.043,,,,,0.564,0.191,,0.862,0.138
290330,0.043,,,,,0.72,0.14,,0.925,0.075
290332,0.065,,,,0.065,0.598,0.12,0.054000000000000006,0.848,0.152
290333,0.115,,,,0.115,0.701,0.172,,0.95,
290344,0.055999999999999994,,,,0.055999999999999994,0.633,0.21100000000000002,,0.95,
290352,0.136,,,,0.136,0.47700000000000004,0.193,0.068,0.898,0.102
290356,0.035,,,,,0.632,0.24600000000000002,,0.9470000000000001,
290364,0.052000000000000005,,,,,0.517,0.31,,0.897,0.10300000000000001
290366,0.175,,,,0.175,0.524,,,0.7959999999999999,0.204
290375,0.048,,,,,0.556,0.27,,0.9209999999999999,0.079
290380,0.057,,,,0.057,0.7290000000000001,0.086,,0.9209999999999999,0.079
290384,0.019,,,,,0.607,0.121,0.055999999999999994,0.8320000000000001,0.168
291308,0.1,,,,0.057999999999999996,0.41700000000000004,0.125,,0.6829999999999999,0.317
291340,0.29,,,0.23199999999999998,,0.594,,,0.9279999999999999,0.07200000000000001
291350,1.0,,,,,,,,,
291352,0.19399999999999998,,,0.19399999999999998,,0.597,,,0.8059999999999999,0.19399999999999998
292318,0.14,,,,0.13,0.363,0.14,,0.782,0.218
300308,0.085,,,,0.085,0.424,0.271,,0.797,0.203
300310,0.051,,,,,0.7290000000000001,,,0.8640000000000001,0.136
300320,0.049,,,,,0.6709999999999999,0.085,,0.866,0.134
300326,0.083,,,,0.083,0.7140000000000001,0.095,,0.929,0.071
300328,0.1,,,,0.1,0.755,0.055,,0.927,0.073
300336,0.15,,,,0.15,0.65,,,0.9,0.1
310304,0.065,,,,,0.46299999999999997,,,0.6759999999999999,0.324
310308,0.17300000000000001,,,0.073,0.08199999999999999,0.509,,,0.8270000000000001,0.17300000000000001
310330,0.061,,,,,0.758,,,0.848,0.152
310336,0.18100000000000002,,,0.053,0.085,0.37200000000000005,,0.07400000000000001,0.777,0.223
310356,0.105,,,,,0.526,,,0.825,0.175
310360,0.049,,,,,0.667,,,0.914,0.086
310384,0.091,,,,,0.322,,,0.58,0.42
310388,0.024,,,,,0.583,0.071,,0.772,0.228
320304,0.04,,,,,0.39,,,0.88,0.12
320308,0.046,,,,,0.385,0.2,,0.95,
320310,0.284,,,0.205,,0.159,,,0.8640000000000001,0.136
320313,0.043,,,,,0.75,0.13,,0.95,
320315,0.08900000000000001,,,,,0.233,,,0.789,0.21100000000000002
320318,0.024,,,,,0.5529999999999999,,,0.612,0.38799999999999996
320319,0.057999999999999996,0.057999999999999996,,,,0.647,,0.057999999999999996,0.8270000000000001,0.17300000000000001
320320,0.073,0.057,,,,0.276,,,0.496,0.504
320324,0.062,,,,,0.588,0.18600000000000003,,0.887,0.113
320327,0.063,,,,,0.491,0.08,,0.696,0.304
320328,0.084,,,,0.07200000000000001,0.39799999999999996,0.265,,0.7829999999999999,0.217
320332,0.08800000000000001,0.069,,,,0.51,0.225,,0.863,0.13699999999999998
320339,0.063,,,,,0.278,0.316,,0.95,
320340,0.067,,,,,0.733,0.133,,0.95,
320344,0.054000000000000006,,,,,0.243,0.35100000000000003,,0.919,
320347,0.085,,,,0.085,0.6609999999999999,0.136,,0.898,0.102
320348,0.05,,,,,0.8170000000000001,,,0.883,0.11699999999999999
320352,0.231,,,0.20800000000000002,,0.408,,,0.8690000000000001,0.131
320354,0.059000000000000004,,,,,0.5589999999999999,,,0.853,0.147
320360,0.009000000000000001,,,,,0.48100000000000004,,,0.8959999999999999,0.10400000000000001
320362,0.07400000000000001,,,,0.053,0.46299999999999997,0.095,,0.726,0.27399999999999997
320363,0.105,,,,0.07,0.395,0.151,,0.895,0.105
320364,0.028999999999999998,,,,,0.7879999999999999,0.153,,0.95,
320367,0.08800000000000001,,,,0.07400000000000001,0.5,,,0.95,
320369,0.0,,,,,0.526,0.10300000000000001,,0.732,0.268
320372,0.071,,,,0.051,0.596,0.121,,0.889,0.111
320374,0.0,,,,,0.341,0.268,,0.634,0.366
320376,0.066,,,,,0.505,,,0.659,0.341
320388,0.012,,,,,0.25,,,0.95,
320400,0.07,,,,,0.193,,,0.298,0.7020000000000001
32A000,0.348,,,0.348,,0.37,,,0.8909999999999999,0.109
32B000,0.146,,,,0.122,0.415,0.171,,0.7559999999999999,0.244
32C000,0.0,,,,,0.375,0.20800000000000002,,0.583,0.41700000000000004
32D000,0.098,,,,0.098,0.525,0.295,,0.934,
32H000,0.06,,,,0.06,0.506,,0.133,0.6990000000000001,0.301
32K000,0.157,,,,0.13699999999999998,0.745,,,0.941,
32L000,0.127,,,0.10800000000000001,,0.725,0.069,,0.9309999999999999,0.069
32M000,0.0,,,,,0.611,,,0.9440000000000001,
32P000,0.0,,,,,,,,0.7140000000000001,
330304,0.196,,,0.18600000000000003,,0.41200000000000003,0.098,,0.833,0.16699999999999998
330308,0.201,,,0.142,0.052000000000000005,0.306,0.187,,0.858,0.142
330312,0.066,,,,,0.23,0.24600000000000002,,0.721,0.27899999999999997
330334,0.14300000000000002,,,0.102,,0.163,,,0.6940000000000001,0.306
330354,0.011000000000000001,,,,,0.43200000000000005,0.205,,0.807,0.193
33A000,0.013000000000000001,,,,,0.413,,0.138,0.675,0.325
340308,0.107,,,,0.107,0.321,0.107,,0.607,0.39299999999999996
340314,0.049,,,,,0.43200000000000005,0.16,,0.741,0.259
340320,0.035,,,,,0.763,,,0.851,0.149
340326,0.03,,,,,0.711,0.156,,0.9259999999999999,0.07400000000000001
