unit_code,ACTCompositeScore_UNCMin_LEP,ACTEnglish_ACTBenchmark_LEP,ACTMath_ACTBenchmark_LEP,ACTReading_ACTBenchmark_LEP,ACTScience_ACTBenchmark_LEP,ACTSubtests_BenchmarksMet_LEP,ACTWorkKeys_SilverPlus_LEP,ACTWriting_ACTBenchmark_LEP,EOCBiology_CACR_LEP,EOCBiology_GLP_LEP,EOCEnglish2_CACR_LEP,EOCEnglish2_GLP_LEP,EOCMathI_CACR_LEP,EOCMathI_GLP_LEP,EOCSubjects_CACR_LEP,EOCSubjects_GLP_LEP,EOG/EOCSubjects_CACR_LEP,EOG/EOCSubjects_GLP_LEP,EOGGr3_CACR_LEP,EOGGr3_GLP_LEP,EOGGr4_CACR_LEP,EOGGr4_GLP_LEP,EOGGr5_CACR_LEP,EOGGr5_GLP_LEP,EOGGr6_CACR_LEP,EOGGr6_GLP_LEP,EOGGr7_CACR_LEP,EOGGr7_GLP_LEP,EOGGr8_CACR_LEP,EOGGr8_GLP_LEP,EOGMathGr3_CACR_LEP,EOGMathGr3_GLP_LEP,EOGMathGr3-8_CACR_LEP,EOGMathGr3-8_GLP_LEP,EOGMathGr4_CACR_LEP,EOGMathGr4_GLP_LEP,EOGMathGr5_CACR_LEP,EOGMathGr5_GLP_LEP,EOGMathGr6_CACR_LEP,EOGMathGr6_GLP_LEP,EOGMathGr7_CACR_LEP,EOGMathGr7_GLP_LEP,EOGMathGr8_CACR_LEP,EOGMathGr8_GLP_LEP,EOGReadingGr3_CACR_LEP,EOGReadingGr3_GLP_LEP,EOGReadingGr3-8_CACR_LEP,EOGReadingGr3-8_GLP_LEP,EOGReadingGr4_CACR_LEP,EOGReadingGr4_GLP_LEP,EOGReadingGr5_CACR_LEP,EOGReadingGr5_GLP_LEP,EOGReadingGr6_CACR_LEP,EOGReadingGr6_GLP_LEP,EOGReadingGr7_CACR_LEP,EOGReadingGr7_GLP_LEP,EOGReadingGr8_CACR_LEP,EOGReadingGr8_GLP_LEP,EOGScienceGr5_CACR_LEP,EOGScienceGr5_GLP_LEP,EOGScienceGr5&8_CACR_LEP,EOGScienceGr5&8_GLP_LEP,EOGScienceGr8_CACR_LEP,EOGScienceGr8_GLP_LEP,EOGSubjects_CACR_LEP,EOGSubjects_GLP_LEP,GraduationRate_4yr_LEP,GraduationRate_5yr_LEP
010326,,,,,,,,,,,,,,,,,19.4,25.9,31.7,43.3,0.0,0.0,0.0,0.0,,,,,,,40.0,60.0,26.0,38.0,0.0,0.0,0.0,0.0,,,,,,,23.3,26.7,16.0,18.0,8.3,8.3,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,19.4,25.9,,
010328,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
010340,,,,,,,,,,,,,,,,,17.5,23.8,27.5,30.0,0.0,14.3,0.0,0.0,,,,,,,40.0,45.0,26.7,30.0,0.0,0.0,0.0,0.0,,,,,,,15.0,15.0,10.0,20.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,17.5,23.8,,
010346,,,,,,,,,,,,,,,,,19.0,19.0,40.0,40.0,0.0,0.0,0.0,0.0,,,,,,,40.0,40.0,22.2,22.2,0.0,0.0,0.0,0.0,,,,,,,40.0,40.0,22.2,22.2,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,19.0,19.0,,
010347,,,,,,,,,,,,,,,,,6.5,13.0,11.5,23.1,0.0,0.0,0.0,0.0,,,,,,,7.7,30.8,0.0,17.4,0.0,0.0,0.0,0.0,,,,,,,15.4,15.4,8.7,8.7,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,6.5,13.0,,
010348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,5.8,0.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.4
010350,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,6.3,0.0,0.0,5.3,5.3,,,5.2,5.2,,,,,8.3,8.3,0.0,0.0,7.7,7.7,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,7.7,7.7,7.7,7.7,0.0,0.0,,
010351,,,,,,,,,,,,,,,,,12.2,21.6,12.5,27.5,0.0,0.0,22.2,27.8,,,,,,,20.0,40.0,11.8,23.5,0.0,0.0,0.0,0.0,,,,,,,5.0,15.0,5.9,14.7,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,12.2,21.6,,
010353,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.3,12.7,,,,,,,16.7,25.0,0.0,9.1,6.9,10.3,,,11.1,22.2,,,,,0.0,0.0,0.0,18.2,10.0,10.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,10.0,10.0,10.0,6.3,12.7,,
010354,,,,,,,,,,,,,,,,,15.3,19.4,28.9,39.5,16.7,16.7,0.0,0.0,,,,,,,36.8,47.4,20.9,25.6,16.7,16.7,0.0,0.0,,,,,,,21.1,31.6,14.0,18.6,16.7,16.7,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,15.3,19.4,,
010357,,,,,,,,,,,,,,,,,9.5,16.8,14.9,28.4,0.0,0.0,0.0,0.0,,,,,,,13.5,29.7,9.2,18.5,0.0,0.0,0.0,0.0,,,,,,,16.2,27.0,10.8,16.9,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,9.5,16.8,,
010358,,,,,,,,,,,,,,,,,13.7,29.4,23.3,50.0,0.0,0.0,0.0,0.0,,,,,,,33.3,60.0,20.8,37.5,0.0,0.0,0.0,0.0,,,,,,,13.3,40.0,8.3,25.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,13.7,29.4,,
010360,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,31.8,36.4,6.1,12.1,9.4,9.4,13.8,17.2,13.8,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,39.1
010362,,,,,,,,,,,,,,,,,34.1,45.5,36.8,50.0,0.0,0.0,0.0,0.0,,,,,,,42.1,63.2,40.9,59.1,0.0,0.0,0.0,0.0,,,,,,,31.6,36.8,27.3,31.8,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,34.1,45.5,,
010364,,,,,,,,,,,,,,,,,21.3,26.2,30.6,36.1,20.0,30.0,0.0,0.0,,,,,,,38.9,44.4,28.6,32.1,0.0,0.0,0.0,0.0,,,,,,,22.2,27.8,17.9,25.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,21.3,26.2,,
010372,,,,,,,,,,,,,,,,,16.0,24.0,21.4,28.6,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,25.0,33.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,8.3,8.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,16.0,24.0,,
010374,,,,,,,,,,,,,,,,,22.4,27.2,31.9,38.5,20.0,20.0,0.0,0.0,,,,,,,32.6,41.3,25.0,30.9,20.0,20.0,0.0,0.0,,,,,,,31.1,35.6,23.9,26.9,20.0,20.0,0.0,0.0,,,,,,,0.0,8.3,0.0,8.3,,,22.4,27.2,,
010378,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
010380,,,,,,,,,,,,,,,,,15.5,24.3,25.9,38.9,0.0,0.0,5.1,10.3,,,,,,,33.3,48.1,22.2,33.3,0.0,0.0,7.7,15.4,,,,,,,18.5,29.6,11.1,17.8,0.0,0.0,0.0,0.0,,,,,,,7.7,15.4,7.7,15.4,,,15.5,24.3,,
010384,,,,,,,,,,,,,,,,,28.6,39.3,33.3,50.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.8,46.2,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,30.8,38.5,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,28.6,39.3,,
010388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,25.0,0.0,9.1,0.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
010390,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12.1,21.2,,,,,,,0.0,0.0,0.0,0.0,0.0,9.5,,,7.7,15.4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,23.1,23.1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,12.1,21.2,,
010392,,,,,,,,,,,,,,,,,20.0,33.3,30.0,50.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,20.0,33.3,,
010394,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7.6,12.0,,,,,,,0.0,8.3,0.0,5.0,12.5,16.7,,,5.3,7.9,,,,,8.3,8.3,0.0,0.0,6.3,12.5,,,0.0,7.9,,,,,0.0,8.3,0.0,10.0,6.3,6.3,,,25.0,31.3,25.0,31.3,7.6,12.0,,
010396,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,15.4,0.0,7.3,0.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,40.0
010400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,9.7,0.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
010403,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,0.0,0.0,0.0,7.1,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,,
010406,,,,,,,,,,,,,0.0,0.0,0.0,0.0,13.2,21.1,,,,,,,0.0,0.0,8.3,25.0,16.7,20.8,,,13.3,26.7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,6.7,13.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.2,21.1,,
01B000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01C000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01D000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,25.2,36.4,50.0,73.7,16.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,16.7,68.4,94.7,34.9,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,52.6,16.3,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,36.4,0.0,0.0,25.8,38.1,0.0,0.0
020302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
020304,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
020306,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,6.7,6.7,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
020308,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
020316,,,,,,,,,,,,,,,,,21.1,47.4,28.6,64.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,21.1,47.4,,
020320,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
020324,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
020328,,,,,,,,,,,,,,,,,66.7,83.3,66.7,83.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,66.7,83.3,,
020330,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.7,20.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,6.7,20.0,,
020332,,,,,,,,,,,,,,,,,53.3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,53.3,66.7,,
030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,34.4,18.2,36.4,29.2,41.7,25.0,33.3,0.0,0.0,0.0,0.0,14.3,23.8,36.4,45.5,35.0,40.0,41.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,10.3,28.2,16.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,45.5,0.0,0.0,23.3,35.6,0.0,0.0
030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
030308,,,,,,,,,,,,,,,,,36.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,48.0,,
030316,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
030320,,,,,,,,,,,,,,,,,16.1,28.6,18.8,37.5,21.4,28.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.3,0.0,0.0,24.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,28.6,,
040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,18.8,18.8,25.0,0.0,0.0,50.0,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,14.6,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,30.8,0.0,0.0,10.5,17.9,0.0,0.0
040304,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
040305,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
040306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
040308,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
040309,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
040311,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
040316,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
040324,,,,,,,,,,,,,,,,,12.5,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,12.5,18.8,,
