title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,lea_total_expense_num,lea_salary_expense_pct,lea_services_expense_pct,lea_supplies_expense_pct,lea_instruct_equip_exp_pct,lea_federal_perpupil_num,lea_local_perpupil_num,lea_state_perpupil_num,SPG Score,EVAAS Growth Score,Overall Achievement Score,TotalTargets_pTarget_PctMet,lea_sat_avg_score_num,lea_sat_participation_pct,lea_ap_participation_pct,lea_ap_pct_3_or_above,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,digital_media_pct,avg_age_media_collection,books_per_student,lea_avg_age_media_collection,lea_books_per_student,wap_num,wap_per_classroom,lea_wap_num,lea_wap_per_classroom,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,_1yr_tchr_trnovr_pct,lea_flicensed_teach_pct,lea_tchyrs_0thru3_pct,lea_tchyrs_4thru10_pct,lea_tchyrs_11plus_pct,lea_class_teach_num,lea_nbpts_num,lea_advance_dgr_pct,lea_1yr_tchr_trnovr_pct,lea_lateral_teach_pct,st_flicensed_teach_pct,st_tchyrs_0thru3_pct,st_tchyrs_4thru10_pct,st_tchyrs_11plus_pct,st_class_teach_num,st_nbpts_num,st_advance_dgr_pct,st_1yr_tchr_trnovr_pct,st_emer_prov_teach_pct,st_lateral_teach_pct,0-3 Years_Exp_Pct_Tch,10+ Years_Exp_Pct_Tch,4-10 Years_Exp_Pct_Tch,0-3 Years_LEA_Exp_Pct_Prin,10+ Years_LEA_Exp_Pct_Prin,4-10 Years_LEA_Exp_Pct_Prin,Accomplished_TCHR_Standard 1_Pct,Accomplished_TCHR_Standard 2_Pct,Accomplished_TCHR_Standard 3_Pct,Accomplished_TCHR_Standard 4_Pct,Accomplished_TCHR_Standard 5_Pct,Developing_TCHR_Standard 1_Pct,Developing_TCHR_Standard 2_Pct,Developing_TCHR_Standard 3_Pct,Developing_TCHR_Standard 4_Pct,Developing_TCHR_Standard 5_Pct,Distinguished_TCHR_Standard 1_Pct,Distinguished_TCHR_Standard 2_Pct,Distinguished_TCHR_Standard 3_Pct,Distinguished_TCHR_Standard 4_Pct,Distinguished_TCHR_Standard 5_Pct,Does Not Meet Expected Growth_TCHR_Student Growth_Pct,Exceeds Expected Growth_TCHR_Student Growth_Pct,Meets Expected Growth_TCHR_Student Growth_Pct,Not Demostrated_TCHR_Standard 1_Pct,Not Demostrated_TCHR_Standard 2_Pct,Not Demostrated_TCHR_Standard 3_Pct,Not Demostrated_TCHR_Standard 4_Pct,Not Demostrated_TCHR_Standard 5_Pct,Proficient_TCHR_Standard 1_Pct,Proficient_TCHR_Standard 2_Pct,Proficient_TCHR_Standard 3_Pct,Proficient_TCHR_Standard 4_Pct,Proficient_TCHR_Standard 5_Pct,AsianFemalePct,AsianMalePct,AsianPct,BlackFemalePct,BlackMalePct,BlackPct,HispanicFemalePct,HispanicMalePct,HispanicPct,IndianFemalePct,IndianMalePct,IndianPct,MinorityFemalePct,MinorityMalePct,MinorityPct,PacificIslandFemalePct,PacificIslandMalePct,PacificIslandPct,TwoOrMoreFemalePct,TwoOrMoreMalePct,TwoOrMorePct,WhiteFemalePct,WhiteMalePct,WhitePct,pct_eds,LPS_14,LPS_15,LPS_16,LPS_17,RLPS,category_cd_E,category_cd_H,category_cd_I,category_cd_M,category_cd_T,calendar_type_txt_Hospital School,"calendar_type_txt_Magnet School, Traditional Calendar","calendar_type_txt_Magnet School, Year-Round Calendar","calendar_type_txt_Regular School, Traditional Calendar","calendar_type_txt_Regular School, Year-Round Calendar","calendar_type_txt_Special Education, Traditional Calendar","calendar_type_txt_Vocational Education, Traditional Calendar",sna_pgm_type_cd_H,sna_pgm_type_cd_M,sna_pgm_type_cd_N,sna_pgm_type_cd_R,sna_pgm_type_cd_S,sna_pgm_type_cd_V,sna_pgm_type_cd_Y,school_type_txt_Hospital School,school_type_txt_Magnet School,school_type_txt_Regular School,school_type_txt_Special Education,school_type_txt_Vocational Education,calendar_only_txt_Year-Round Calendar,esea_status_Esea_Pass,esea_status_Non_Esea,SBE District_Northeast,SBE District_Northwest,SBE District_Piedmont-Triad,SBE District_Sandhills,SBE District_Southeast,SBE District_Southwest,SBE District_Western,SPG Grade_A+NG,SPG Grade_B,SPG Grade_C,SPG Grade_D,SPG Grade_F,SPG Grade_I,Reading SPG Grade_B,Reading SPG Grade_C,Reading SPG Grade_D,Reading SPG Grade_F,Math SPG Grade_B,Math SPG Grade_C,Math SPG Grade_D,Math SPG Grade_F,EVAAS Growth Status_Met,EVAAS Growth Status_NotMet,State Gap Compared_Y,Category_Cd_E,Category_Cd_H,Category_Cd_I,Category_Cd_M,Category_Cd_T,Byod_Yes,_1_to_1_access_Yes,SRC_devices_sent_home_Yes,unit_code
1,0,0,1,0,0,764.0,529.0,490.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,69.0,85.5,65.0,1.0,1027.0,0.513,0.19,0.5,0.952,0.0,0.0,0.0,0.0,2.26,0.941,0.25,8.64,0.0,0.0,1.59,0.946,0.22,7.61,0.01,0.0,0.01,2003.0,18.19,2000.0,17.57,60.0,1.18,2998.0,1.32,0.983,0.23,0.361,0.41,60.0,11.0,0.433,0.117,0.954,0.279,0.262,0.459,41.0,3.0,0.315,0.179,0.029,0.963,0.215,0.274,0.511,34.0,4.0,0.298,0.129,0.004,0.027000000000000003,0.23,0.41,0.361,0.35200000000000004,0.185,0.463,0.71,0.579,0.789,0.774,0.868,0.0,0.0,0.0,0.0,0.0,0.194,0.316,0.105,0.097,0.132,0.111,0.083,0.8059999999999999,0.0,0.0,0.0,0.0,0.0,0.097,0.105,0.105,0.129,0.0,0.0271370420624152,0.0271370420624152,0.0542740841248304,0.13568521031207598,0.11668928086838536,0.2523744911804613,0.1886024423337856,0.1628222523744912,0.3514246947082768,0.0027137042062415195,0.0,0.0027137042062415195,0.3758480325644505,0.3337856173677069,0.7096336499321574,0.0,0.0,0.0,0.02170963364993216,0.0271370420624152,0.04884667571234736,0.13975576662143827,0.15061058344640435,0.2903663500678426,0.644,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,320332
0,0,0,0,0,1,35.0,35.0,565.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,0.0,0.0,0.0,0.0,1027.0,0.513,0.19,0.5,1.0,0.0,0.0,0.0,0.0,1.05,0.945,0.0,0.0,0.0,0.0,1.59,0.954,0.53,9.09,0.09,0.0,0.02,2005.0,73.57,2000.0,17.57,0.0,0.0,2998.0,1.32,1.0,0.053,0.368,0.579,19.0,1.0,0.579,0.114,1.0,0.053,0.368,0.579,19.0,1.0,0.579,0.111,0.0,0.7809999999999999,0.195,0.251,0.555,40.0,2.0,0.305,0.13,0.002,0.058,0.053,0.579,0.368,0.35200000000000004,0.185,0.463,0.667,0.8,0.867,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.222,0.2,0.067,0.5,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.067,0.0,0.133,0.03333333333333333,0.06666666666666668,0.1,0.06666666666666668,0.06666666666666668,0.13333333333333333,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.26666666666666666,0.6666666666666666,0.14800000000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320336
1,0,0,1,0,0,445.0,628.0,629.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,40.0,74.1,32.0,1.0,1027.0,0.513,0.19,0.5,0.946,1.8,13.03,1.35,0.0,1.52,0.939,2.35,19.43,0.32,0.0,1.59,0.946,0.79,20.63,0.05,0.0,0.06,1996.0,24.05,2000.0,17.57,51.0,1.46,2998.0,1.32,0.758,0.471,0.147,0.382,33.0,1.0,0.206,0.303,0.847,0.364,0.237,0.399,47.0,3.0,0.312,0.259,0.115,0.915,0.227,0.26,0.513,41.0,5.0,0.281,0.147,0.004,0.076,0.471,0.382,0.147,0.35200000000000004,0.185,0.463,0.379,0.241,0.345,0.31,0.172,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.034,0.0,0.069,0.471,0.118,0.412,0.0,0.0,0.0,0.0,0.0,0.586,0.759,0.621,0.69,0.759,0.004424778761061947,0.004424778761061947,0.008849557522123894,0.33628318584070804,0.31194690265486724,0.6482300884955752,0.16592920353982302,0.14823008849557526,0.3141592920353982,0.0,0.0022123893805309734,0.0022123893805309734,0.5132743362831859,0.4778761061946903,0.991150442477876,0.0,0.0,0.0,0.00663716814159292,0.011061946902654869,0.017699115044247787,0.004424778761061947,0.004424778761061947,0.008849557522123894,0.787,1,1,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,320338
1,0,0,1,0,0,451.0,529.0,490.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,35.0,62.8,28.0,1.0,1027.0,0.513,0.19,0.5,0.94,0.0,9.98,0.0,0.0,1.84,0.941,0.25,8.64,0.0,0.0,1.59,0.946,0.22,7.61,0.01,0.0,0.01,1998.0,29.3,2000.0,17.57,44.0,1.22,2998.0,1.32,0.915,0.25,0.389,0.361,36.0,1.0,0.306,0.184,0.954,0.279,0.262,0.459,41.0,3.0,0.315,0.179,0.029,0.963,0.215,0.274,0.511,34.0,4.0,0.298,0.129,0.004,0.027000000000000003,0.25,0.361,0.389,0.35200000000000004,0.185,0.463,0.433,0.345,0.207,0.16699999999999998,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.5670000000000001,0.655,0.7929999999999999,0.833,0.621,0.015555555555555557,0.02,0.03555555555555556,0.18666666666666668,0.21333333333333332,0.4,0.26,0.27111111111111114,0.5311111111111111,0.0,0.004444444444444445,0.004444444444444445,0.4644444444444445,0.5133333333333333,0.9777777777777776,0.0,0.0,0.0,0.0022222222222222227,0.004444444444444445,0.006666666666666667,0.011111111111111113,0.011111111111111113,0.022222222222222227,0.757,1,1,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,320339
1,0,0,1,0,0,469.0,469.0,455.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,63.0,68.7,62.0,1.0,1027.0,0.513,0.19,0.5,0.951,0.21,0.21,0.0,0.0,2.02,0.943,0.21,0.21,0.0,0.0,1.59,0.953,0.29,11.49,0.03,0.0,0.02,1996.0,22.56,2000.0,17.57,57.0,1.5,2998.0,1.32,0.948,0.205,0.308,0.487,39.0,6.0,0.385,0.2,0.948,0.205,0.308,0.487,39.0,6.0,0.385,0.212,0.0,0.889,0.233,0.26,0.507,32.0,5.0,0.309,0.109,0.002,0.051,0.205,0.487,0.308,0.35200000000000004,0.185,0.463,0.184,0.391,0.391,0.421,0.304,0.0,0.0,0.043,0.0,0.043,0.5529999999999999,0.261,0.13,0.342,0.217,0.238,0.14300000000000002,0.619,0.0,0.0,0.0,0.0,0.0,0.263,0.348,0.435,0.237,0.435,0.010548523206751054,0.008438818565400843,0.0189873417721519,0.14135021097046413,0.14345991561181434,0.2848101265822785,0.07805907172995781,0.059071729957805914,0.1371308016877637,0.002109704641350211,0.004219409282700422,0.006329113924050633,0.2616033755274262,0.23628691983122366,0.4978902953586498,0.002109704641350211,0.0,0.002109704641350211,0.027426160337552744,0.02109704641350211,0.04852320675105485,0.22362869198312235,0.27848101265822783,0.5021097046413502,0.397,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,320340
0,0,0,0,1,0,90.0,794.0,278.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,0.0,0.0,0.0,1.0,1027.0,0.513,0.19,0.5,0.711,8.89,132.22,0.0,0.0,0.98,0.942,1.43,14.1,0.0,0.0,1.59,0.949,1.67,42.14,0.26,0.01,0.0,1998.0,19.56,2000.0,17.57,19.0,0.9,2998.0,1.32,0.8540000000000001,0.048,0.238,0.7140000000000001,21.0,1.0,0.429,0.154,0.937,0.205,0.239,0.557,59.0,10.0,0.506,0.173,0.052000000000000005,0.852,0.215,0.237,0.5479999999999999,24.0,2.0,0.312,0.16699999999999998,0.004,0.101,0.048,0.7140000000000001,0.238,0.35200000000000004,0.185,0.463,0.476,0.5,0.611,0.667,0.611,0.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.278,0.111,0.095,0.111,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.238,0.222,0.278,0.238,0.278,0.0,0.0,0.0,0.06666666666666668,0.7,0.7666666666666667,0.06666666666666668,0.1,0.16666666666666666,0.0,0.0,0.0,0.13333333333333333,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.06666666666666668,0.0,0.0,0.0,0.855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,320341
0,0,0,1,0,0,293.0,628.0,629.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,64.0,64.1,65.0,1.0,1027.0,0.513,0.19,0.5,0.969,0.68,5.12,0.0,0.0,1.25,0.939,2.35,19.43,0.32,0.0,1.59,0.946,0.79,20.63,0.05,0.0,0.09,2007.0,17.47,2000.0,17.57,21.0,1.17,2998.0,1.32,0.875,0.36,0.04,0.6,24.0,1.0,0.28,0.35700000000000004,0.847,0.364,0.237,0.399,47.0,3.0,0.312,0.259,0.115,0.915,0.227,0.26,0.513,41.0,5.0,0.281,0.147,0.004,0.076,0.36,0.6,0.04,0.35200000000000004,0.185,0.463,0.417,0.409,0.591,0.458,0.364,0.0,0.045,0.0,0.083,0.0,0.292,0.273,0.136,0.208,0.364,0.071,0.0,0.929,0.0,0.0,0.0,0.0,0.0,0.292,0.273,0.273,0.25,0.273,0.020338983050847456,0.013559322033898305,0.03389830508474576,0.0847457627118644,0.13220338983050847,0.21694915254237288,0.11864406779661014,0.1457627118644068,0.2644067796610169,0.0,0.0,0.0,0.2644067796610169,0.3254237288135593,0.5898305084745763,0.0,0.0,0.0,0.04067796610169491,0.03389830508474576,0.07457627118644068,0.2135593220338983,0.19661016949152546,0.4101694915254237,0.43,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,320342
0,0,0,1,0,0,529.0,628.0,629.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,43.0,71.0,37.0,1.0,1027.0,0.513,0.19,0.5,0.93,4.73,24.39,0.38,0.0,0.86,0.939,2.35,19.43,0.32,0.0,1.59,0.946,0.79,20.63,0.05,0.0,0.02,2009.0,17.9,2000.0,17.57,61.0,1.45,2998.0,1.32,0.913,0.366,0.244,0.39,40.0,4.0,0.415,0.233,0.847,0.364,0.237,0.399,47.0,3.0,0.312,0.259,0.115,0.915,0.227,0.26,0.513,41.0,5.0,0.281,0.147,0.004,0.076,0.366,0.39,0.244,0.35200000000000004,0.185,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009416195856873822,0.003766478342749529,0.013182674199623351,0.2391713747645951,0.2391713747645951,0.4783427495291902,0.15630885122410546,0.11299435028248588,0.2693032015065913,0.0,0.0018832391713747645,0.0018832391713747645,0.4256120527306968,0.3728813559322034,0.7984934086629002,0.0,0.0,0.0,0.020715630885122408,0.015065913370998116,0.035781544256120526,0.1016949152542373,0.09981167608286252,0.2015065913370998,0.634,1,1,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,320343
1,0,0,1,0,0,283.0,529.0,490.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,38.0,62.7,32.0,1.0,1027.0,0.513,0.19,0.5,0.929,0.35,15.9,0.0,0.0,4.28,0.941,0.25,8.64,0.0,0.0,1.59,0.946,0.22,7.61,0.01,0.0,0.0,1995.0,31.27,2000.0,17.57,38.0,1.73,2998.0,1.32,0.915,0.333,0.292,0.375,24.0,1.0,0.292,0.225,0.954,0.279,0.262,0.459,41.0,3.0,0.315,0.179,0.029,0.963,0.215,0.274,0.511,34.0,4.0,0.298,0.129,0.004,0.027000000000000003,0.333,0.375,0.292,0.35200000000000004,0.185,0.463,0.111,0.111,0.111,0.056,0.111,0.056,0.056,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.16699999999999998,0.16699999999999998,0.0,0.16699999999999998,0.833,0.667,0.722,0.889,0.722,0.0,0.0,0.0,0.3275261324041812,0.3310104529616725,0.6585365853658537,0.14982578397212545,0.17073170731707318,0.3205574912891986,0.0,0.003484320557491289,0.003484320557491289,0.4808362369337979,0.5087108013937283,0.989547038327526,0.0,0.0,0.0,0.003484320557491289,0.003484320557491289,0.006968641114982578,0.0,0.010452961672473868,0.010452961672473868,0.755,1,1,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,320344
1,0,0,1,0,0,606.0,628.0,629.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,44.0,78.7,36.0,0.8420000000000001,1027.0,0.513,0.19,0.5,0.917,3.63,31.68,0.33,0.0,0.64,0.939,2.35,19.43,0.32,0.0,1.59,0.946,0.79,20.63,0.05,0.0,0.05,2000.0,7.55,2000.0,17.57,73.0,1.28,2998.0,1.32,0.7859999999999999,0.365,0.34600000000000003,0.28800000000000003,52.0,4.0,0.385,0.227,0.847,0.364,0.237,0.399,47.0,3.0,0.312,0.259,0.115,0.915,0.227,0.26,0.513,41.0,5.0,0.281,0.147,0.004,0.076,0.365,0.28800000000000003,0.34600000000000003,0.35200000000000004,0.185,0.463,0.2,0.214,0.095,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.364,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.7859999999999999,0.905,0.8440000000000001,1.0,0.003327787021630616,0.011647254575707157,0.014975041597337773,0.3011647254575707,0.3194675540765391,0.6206322795341098,0.15141430948419302,0.13643926788685526,0.2878535773710483,0.003327787021630616,0.0,0.003327787021630616,0.4725457570715474,0.4792013311148087,0.951747088186356,0.0,0.0,0.0,0.013311148086522465,0.011647254575707157,0.024958402662229616,0.024958402662229616,0.02329450915141431,0.048252911813643926,0.8059999999999999,1,1,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,320346
1,0,0,1,0,0,346.0,529.0,490.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,65.0,78.1,62.0,1.0,1027.0,0.513,0.19,0.5,0.96,0.0,0.58,0.0,0.0,1.8,0.941,0.25,8.64,0.0,0.0,1.59,0.946,0.22,7.61,0.01,0.0,0.01,2001.0,21.82,2000.0,17.57,38.0,1.12,2998.0,1.32,0.877,0.273,0.273,0.455,33.0,2.0,0.273,0.103,0.954,0.279,0.262,0.459,41.0,3.0,0.315,0.179,0.029,0.963,0.215,0.274,0.511,34.0,4.0,0.298,0.129,0.004,0.027000000000000003,0.273,0.455,0.273,0.35200000000000004,0.185,0.463,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,0.005714285714285714,0.07714285714285714,0.09714285714285714,0.1742857142857143,0.15714285714285714,0.15714285714285714,0.3142857142857143,0.0,0.0,0.0,0.26285714285714284,0.28,0.5428571428571428,0.0,0.0,0.0,0.028571428571428567,0.02,0.04857142857142857,0.22,0.2371428571428572,0.4571428571428571,0.39299999999999996,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,320347
0,0,0,1,0,0,316.0,529.0,490.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,85.0,77.0,85.0,1.0,1027.0,0.513,0.19,0.5,0.943,0.0,0.32,0.0,0.0,1.57,0.941,0.25,8.64,0.0,0.0,1.59,0.946,0.22,7.61,0.01,0.0,0.01,2002.0,35.93,2000.0,17.57,39.0,1.63,2998.0,1.32,1.0,0.043,0.043,0.913,23.0,7.0,0.348,0.061,0.954,0.279,0.262,0.459,41.0,3.0,0.315,0.179,0.029,0.963,0.215,0.274,0.511,34.0,4.0,0.298,0.129,0.004,0.027000000000000003,0.043,0.913,0.043,0.35200000000000004,0.185,0.463,0.762,0.857,0.7140000000000001,0.81,0.7140000000000001,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.048,0.0,0.077,0.154,0.769,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.14300000000000002,0.28600000000000003,0.0065146579804560255,0.0,0.0065146579804560255,0.04234527687296417,0.0488599348534202,0.09120521172638436,0.03257328990228013,0.02931596091205212,0.06188925081433225,0.0,0.0032573289902280127,0.0032573289902280127,0.08469055374592832,0.08794788273615635,0.17263843648208468,0.0,0.0,0.0,0.0032573289902280127,0.0065146579804560255,0.009771986970684038,0.3973941368078176,0.42996742671009774,0.8273615635179153,0.24100000000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,320348
1,0,0,1,0,0,613.0,529.0,490.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,41.0,85.9,30.0,1.0,1027.0,0.513,0.19,0.5,0.938,0.0,10.93,0.0,0.0,1.26,0.941,0.25,8.64,0.0,0.0,1.59,0.946,0.22,7.61,0.01,0.0,0.01,1999.0,24.6,2000.0,17.57,62.0,1.38,2998.0,1.32,0.938,0.449,0.245,0.306,49.0,3.0,0.306,0.242,0.954,0.279,0.262,0.459,41.0,3.0,0.315,0.179,0.029,0.963,0.215,0.274,0.511,34.0,4.0,0.298,0.129,0.004,0.027000000000000003,0.449,0.306,0.245,0.35200000000000004,0.185,0.463,0.128,0.13,0.022,0.128,0.043,0.0,0.022,0.022,0.021,0.0,0.021,0.022,0.022,0.0,0.0,0.259,0.07400000000000001,0.667,0.0,0.0,0.0,0.0,0.0,0.851,0.826,0.935,0.851,0.957,0.0016474464579901151,0.0032948929159802307,0.0049423393739703465,0.2652388797364086,0.2388797364085667,0.5041186161449753,0.18451400329489293,0.24052718286655686,0.42504118616144976,0.0,0.0016474464579901151,0.0016474464579901151,0.4530477759472818,0.4892915980230642,0.942339373970346,0.0,0.0,0.0,0.0016474464579901151,0.0049423393739703465,0.0065897858319604605,0.023064250411861616,0.03459637561779242,0.057660626029654036,0.7090000000000001,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,320352
0,0,0,1,0,0,153.0,903.0,853.0,0,10640.75,0.846,0.087,0.063,0.004,1113.71,3555.9,5971.14,92.0,86.8,93.0,1.0,1027.0,0.513,0.19,0.5,0.987,0.0,0.0,0.0,0.0,2.32,0.938,2.69,30.57,0.78,0.0,1.59,0.946,1.21,17.75,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2998.0,1.32,0.8290000000000001,0.16699999999999998,0.0,0.833,6.0,3.0,0.667,0.0,0.8190000000000001,0.337,0.232,0.431,59.0,6.0,0.333,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,0.16699999999999998,0.833,0.0,0.35200000000000004,0.185,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.018633540372670808,0.006211180124223602,0.024844720496894408,0.2236024844720497,0.06832298136645963,0.2919254658385093,0.20496894409937888,0.11180124223602483,0.3167701863354037,0.0,0.0,0.0,0.4658385093167702,0.20496894409937888,0.6708074534161491,0.0,0.0,0.0,0.018633540372670808,0.018633540372670808,0.037267080745341616,0.16770186335403728,0.16149068322981364,0.3291925465838509,0.201,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,320353
