title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,student_num,lea_avg_student_num,Grad_project_status,00_Size,01_Size,02_Size,03_Size,04_Size,05_Size,lea_total_expense_num,lea_salary_expense_pct,lea_services_expense_pct,lea_supplies_expense_pct,lea_instruct_equip_exp_pct,lea_federal_perpupil_num,lea_local_perpupil_num,lea_state_perpupil_num,SPG Score,Reading SPG Score,Math SPG Score,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,MathGr3-8_pTarget_PctMet,ReadingGr3-8_pTarget_PctMet,SciGr5&8_pTarget_PctMet,TotalTargets_pTarget_PctMet,lea_sat_avg_score_num,lea_sat_participation_pct,lea_ap_participation_pct,lea_ap_pct_3_or_above,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,digital_media_pct,avg_age_media_collection,books_per_student,lea_avg_age_media_collection,lea_books_per_student,wap_num,wap_per_classroom,lea_wap_num,lea_wap_per_classroom,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,_1yr_tchr_trnovr_pct,lea_flicensed_teach_pct,lea_tchyrs_0thru3_pct,lea_tchyrs_4thru10_pct,lea_tchyrs_11plus_pct,lea_class_teach_num,lea_nbpts_num,lea_advance_dgr_pct,lea_1yr_tchr_trnovr_pct,lea_emer_prov_teach_pct,lea_lateral_teach_pct,0-3 Years_Exp_Pct_Tch,10+ Years_Exp_Pct_Tch,4-10 Years_Exp_Pct_Tch,0-3 Years_LEA_Exp_Pct_Prin,10+ Years_LEA_Exp_Pct_Prin,4-10 Years_LEA_Exp_Pct_Prin,Accomplished_TCHR_Standard 1_Pct,Accomplished_TCHR_Standard 2_Pct,Accomplished_TCHR_Standard 3_Pct,Accomplished_TCHR_Standard 4_Pct,Accomplished_TCHR_Standard 5_Pct,Developing_TCHR_Standard 1_Pct,Developing_TCHR_Standard 2_Pct,Developing_TCHR_Standard 3_Pct,Developing_TCHR_Standard 4_Pct,Developing_TCHR_Standard 5_Pct,Distinguished_TCHR_Standard 1_Pct,Distinguished_TCHR_Standard 2_Pct,Distinguished_TCHR_Standard 3_Pct,Distinguished_TCHR_Standard 4_Pct,Distinguished_TCHR_Standard 5_Pct,Does Not Meet Expected Growth_TCHR_Student Growth_Pct,Exceeds Expected Growth_TCHR_Student Growth_Pct,Meets Expected Growth_TCHR_Student Growth_Pct,Not Demostrated_TCHR_Standard 1_Pct,Not Demostrated_TCHR_Standard 2_Pct,Not Demostrated_TCHR_Standard 3_Pct,Not Demostrated_TCHR_Standard 4_Pct,Not Demostrated_TCHR_Standard 5_Pct,Proficient_TCHR_Standard 1_Pct,Proficient_TCHR_Standard 2_Pct,Proficient_TCHR_Standard 3_Pct,Proficient_TCHR_Standard 4_Pct,Proficient_TCHR_Standard 5_Pct,AsianFemalePct,AsianMalePct,AsianPct,BlackFemalePct,BlackMalePct,BlackPct,HispanicFemalePct,HispanicMalePct,HispanicPct,IndianFemalePct,IndianMalePct,IndianPct,MinorityFemalePct,MinorityMalePct,MinorityPct,PacificIslandFemalePct,PacificIslandMalePct,PacificIslandPct,TwoOrMoreFemalePct,TwoOrMoreMalePct,TwoOrMorePct,WhiteFemalePct,WhiteMalePct,WhitePct,pct_eds,LPS_14,LPS_15,LPS_16,LPS_17,RLPS,category_cd_E,category_cd_I,"calendar_type_txt_Regular School, Year-Round Calendar",sna_pgm_type_cd_Y,calendar_only_txt_Year-Round Calendar,esea_status_Esea_Pass,esea_status_Non_Esea,SBE District_Northeast,SBE District_Northwest,SBE District_Piedmont-Triad,SBE District_Sandhills,SBE District_Southeast,SBE District_Southwest,SBE District_Western,SPG Grade_A+NG,SPG Grade_B,SPG Grade_C,SPG Grade_D,SPG Grade_F,SPG Grade_I,Reading SPG Grade_B,Reading SPG Grade_C,Reading SPG Grade_D,Reading SPG Grade_F,Math SPG Grade_B,Math SPG Grade_C,Math SPG Grade_D,Math SPG Grade_F,EVAAS Growth Status_Met,EVAAS Growth Status_NotMet,State Gap Compared_Y,Category_Cd_E,Category_Cd_I,Byod_Yes,_1_to_1_access_Yes,SRC_devices_sent_home_Yes,SRC_Grades_Devices_Sent_Home_3,SRC_Grades_Devices_Sent_Home_3:04:05,SRC_Grades_Devices_Sent_Home_4:05,SRC_Grades_Devices_Sent_Home_4:05:06,SRC_Grades_Devices_Sent_Home_5,SRC_Grades_Devices_Sent_Home_6:07:08,SRC_Grades_Devices_Sent_Home_6:7:8:9:10:11:12,SRC_Grades_Devices_Sent_Home_7,SRC_Grades_Devices_Sent_Home_8,SRC_Grades_Devices_Sent_Home_9:10:11:12,SRC_Grades_Devices_Sent_Home_K:1:2:3:4:5,SRC_Grades_Devices_Sent_Home_K:1:2:3:4:5:6:7:8,SRC_Grades_Devices_Sent_Home_PK,unit_code
1,0,0,0,0,0,608.0,383.0,0,21.0,22.0,19.0,20.0,19.0,24.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,72.0,74.0,68.0,80.2,70.0,71.0,68.0,77.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.952,0.0,3.29,0.0,0.0,1.38,0.945,0.61,5.12,0.0,0.0,1.12,0.02,1997.0,34.81,2000.0,23.8,25.0,0.58,764.0,0.87,1.0,0.029,0.257,0.7140000000000001,35.0,8.0,0.229,0.0,0.991,0.13,0.266,0.604,27.0,5.0,0.277,0.08800000000000001,0.0,0.006,0.029,0.7140000000000001,0.257,0.34600000000000003,0.192,0.462,0.684,0.813,0.938,0.947,0.75,0.0,0.0,0.0,0.0,0.0,0.158,0.188,0.0,0.026,0.25,0.259,0.14800000000000002,0.593,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.063,0.026,0.0,0.009950248756218905,0.001658374792703151,0.011608623548922056,0.0049751243781094535,0.01492537313432836,0.01990049751243781,0.04975124378109453,0.04311774461028192,0.09286898839137643,0.0,0.0,0.0,0.0779436152570481,0.0779436152570481,0.1558872305140962,0.0,0.0,0.0,0.013266998341625208,0.01824212271973466,0.03150912106135987,0.38308457711442784,0.461028192371476,0.8441127694859039,0.469,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140340
1,0,0,1,0,0,249.0,226.0,0,25.0,20.0,24.0,16.0,0.0,52.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,56.0,58.0,48.0,65.3,54.0,55.0,42.0,80.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.96,1.2,8.03,0.0,0.0,0.95,0.946,0.55,4.76,0.0,0.0,1.12,0.02,1999.0,36.55,2000.0,23.8,17.0,0.65,764.0,0.87,1.0,0.235,0.17600000000000002,0.588,17.0,5.0,0.111,0.0,1.0,0.2,0.18600000000000005,0.614,17.0,5.0,0.243,0.059,0.0,0.0,0.235,0.588,0.17600000000000002,0.34600000000000003,0.192,0.462,0.737,0.889,0.889,0.947,0.556,0.0,0.0,0.0,0.0,0.0,0.263,0.0,0.111,0.053,0.111,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.333,0.0,0.0,0.0,0.007843137254901959,0.0039215686274509795,0.011764705882352941,0.015686274509803918,0.007843137254901959,0.023529411764705882,0.0,0.0,0.0,0.035294117647058816,0.027450980392156862,0.06274509803921569,0.0,0.0,0.0,0.011764705882352941,0.015686274509803918,0.027450980392156862,0.4901960784313725,0.4470588235294118,0.9372549019607844,0.634,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140344
1,0,0,0,0,0,717.0,383.0,0,16.0,20.0,16.0,20.0,23.0,23.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,70.0,70.0,67.0,85.8,66.0,67.0,62.0,77.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.95,0.0,2.23,0.0,0.0,1.14,0.945,0.61,5.12,0.0,0.0,1.12,0.02,2002.0,16.08,2000.0,23.8,27.0,0.55,764.0,0.87,0.979,0.16699999999999998,0.292,0.542,48.0,8.0,0.25,0.153,0.991,0.13,0.266,0.604,27.0,5.0,0.277,0.08800000000000001,0.0,0.006,0.16699999999999998,0.542,0.292,0.34600000000000003,0.192,0.462,0.623,0.833,0.8,0.774,0.833,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.075,0.0,0.16699999999999998,0.083,0.75,0.0,0.0,0.0,0.0,0.0,0.17,0.16699999999999998,0.2,0.151,0.16699999999999998,0.006934812760055479,0.0027739251040221915,0.009708737864077669,0.0,0.0013869625520110955,0.0013869625520110955,0.04022191400832178,0.05547850208044383,0.0957004160887656,0.0,0.0,0.0,0.0651872399445215,0.08599167822468794,0.15117891816920942,0.0,0.0,0.0,0.018030513176144243,0.026352288488210817,0.04438280166435506,0.42857142857142855,0.42024965325936203,0.8488210818307905,0.605,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140352
1,0,0,0,0,0,179.0,226.0,0,17.0,16.0,23.0,25.0,22.0,18.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,70.0,70.0,64.0,89.0,66.0,65.0,58.0,89.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.939,0.56,6.7,0.0,0.0,0.58,0.946,0.55,4.76,0.0,0.0,1.12,0.0,1997.0,53.17,2000.0,23.8,17.0,0.85,764.0,0.87,1.0,0.313,0.25,0.438,15.0,0.0,0.133,0.07200000000000001,1.0,0.2,0.18600000000000005,0.614,17.0,5.0,0.243,0.059,0.0,0.0,0.313,0.438,0.25,0.34600000000000003,0.192,0.462,0.789,0.857,0.643,0.8420000000000001,0.929,0.0,0.0,0.0,0.0,0.0,0.158,0.14300000000000002,0.14300000000000002,0.053,0.071,0.222,0.222,0.556,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.214,0.105,0.0,0.0,0.0,0.0,0.011049723756906077,0.011049723756906077,0.022099447513812157,0.011049723756906077,0.03314917127071823,0.044198895027624314,0.0,0.0,0.0,0.03867403314917127,0.055248618784530384,0.09392265193370164,0.0,0.0,0.0,0.016574585635359115,0.011049723756906077,0.027624309392265192,0.4585635359116022,0.44751381215469616,0.9060773480662984,0.698,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140360
1,0,0,0,0,0,420.0,383.0,0,24.0,23.0,19.0,18.0,27.0,21.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,71.0,70.0,66.0,82.1,68.0,66.0,64.0,86.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.95,0.0,2.14,0.0,0.0,1.57,0.945,0.61,5.12,0.0,0.0,1.12,0.0,1998.0,19.81,2000.0,23.8,27.0,0.9,764.0,0.87,1.0,0.208,0.125,0.667,24.0,6.0,0.083,0.126,0.991,0.13,0.266,0.604,27.0,5.0,0.277,0.08800000000000001,0.0,0.006,0.208,0.667,0.125,0.34600000000000003,0.192,0.462,0.731,0.667,0.5,0.731,0.5,0.0,0.0,0.0,0.0,0.0,0.038,0.083,0.083,0.038,0.083,0.105,0.158,0.737,0.0,0.0,0.0,0.0,0.0,0.231,0.25,0.417,0.231,0.417,0.002331002331002331,0.009324009324009324,0.011655011655011656,0.03962703962703962,0.02564102564102564,0.06526806526806526,0.04195804195804196,0.03263403263403263,0.07459207459207459,0.0,0.0,0.0,0.11655011655011654,0.09090909090909093,0.20745920745920746,0.0,0.0,0.0,0.03263403263403263,0.023310023310023312,0.05594405594405594,0.3752913752913753,0.4172494172494173,0.7925407925407926,0.473,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140372
1,0,0,1,0,0,129.0,226.0,0,23.0,0.0,23.0,14.0,14.0,12.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,53.0,58.0,44.0,79.3,46.0,53.0,35.0,60.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.93,0.78,3.1,0.0,0.0,0.59,0.946,0.55,4.76,0.0,0.0,1.12,0.01,1998.0,82.93,2000.0,23.8,21.0,2.63,764.0,0.87,1.0,0.231,0.154,0.615,12.0,3.0,0.231,0.08,1.0,0.2,0.18600000000000005,0.614,17.0,5.0,0.243,0.059,0.0,0.0,0.231,0.615,0.154,0.34600000000000003,0.192,0.462,0.5379999999999999,0.14300000000000002,0.429,0.385,0.5710000000000001,0.0,0.0,0.0,0.0,0.0,0.462,0.7140000000000001,0.429,0.5379999999999999,0.14300000000000002,0.125,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.077,0.28600000000000003,0.0,0.0,0.0,0.0,0.015748031496062992,0.015748031496062992,0.0,0.023622047244094488,0.023622047244094488,0.0,0.0,0.0,0.015748031496062992,0.05511811023622047,0.07086614173228346,0.0,0.0,0.0,0.015748031496062992,0.015748031496062992,0.031496062992125984,0.5275590551181102,0.4015748031496063,0.9291338582677166,0.62,0,1,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140376
1,0,0,1,0,0,335.0,383.0,0,18.0,17.0,21.0,22.0,21.0,16.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,64.0,63.0,61.0,76.1,61.0,59.0,57.0,81.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.949,0.3,8.96,0.0,0.0,1.56,0.945,0.61,5.12,0.0,0.0,1.12,0.0,2001.0,37.86,2000.0,23.8,18.0,0.6,764.0,0.87,1.0,0.115,0.154,0.731,26.0,10.0,0.462,0.0,0.991,0.13,0.266,0.604,27.0,5.0,0.277,0.08800000000000001,0.0,0.006,0.115,0.731,0.154,0.34600000000000003,0.192,0.462,0.29,0.19,0.476,0.32299999999999995,0.381,0.0,0.0,0.0,0.0,0.0,0.613,0.667,0.429,0.613,0.524,0.059,0.294,0.647,0.0,0.0,0.0,0.0,0.0,0.097,0.14300000000000002,0.095,0.065,0.095,0.0028490028490028487,0.0028490028490028487,0.005698005698005697,0.0028490028490028487,0.0,0.0028490028490028487,0.06837606837606837,0.059829059829059825,0.1282051282051282,0.0,0.0,0.0,0.09116809116809116,0.08547008547008547,0.17663817663817666,0.0,0.0,0.0,0.017094017094017096,0.022792022792022797,0.039886039886039885,0.3703703703703704,0.45299145299145294,0.8233618233618234,0.65,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140384
1,0,0,1,0,0,151.0,383.0,0,19.0,19.0,19.0,14.0,15.0,11.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,48.0,54.0,45.0,64.8,44.0,49.0,38.0,42.0,1.0,1.0,0.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.934,0.66,15.23,0.0,0.0,0.87,0.945,0.61,5.12,0.0,0.0,1.12,0.0,2002.0,50.03,2000.0,23.8,16.0,0.8,764.0,0.87,0.967,0.313,0.125,0.563,15.0,1.0,0.133,0.061,0.991,0.13,0.266,0.604,27.0,5.0,0.277,0.08800000000000001,0.0,0.006,0.313,0.563,0.125,0.34600000000000003,0.192,0.462,0.667,0.6,0.9,0.889,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.4,0.1,0.111,0.0,0.364,0.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.03378378378378378,0.11486486486486487,0.0945945945945946,0.0472972972972973,0.14189189189189189,0.0,0.0,0.0,0.2364864864864865,0.13513513513513514,0.3716216216216216,0.0,0.0,0.0,0.060810810810810814,0.054054054054054064,0.11486486486486487,0.25675675675675674,0.3716216216216216,0.6283783783783784,0.763,1,1,0,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140388
1,0,0,1,0,0,161.0,383.0,0,21.0,17.0,19.0,16.0,32.0,16.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,57.0,52.0,51.0,85.6,50.0,45.0,42.0,84.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.944,1.86,18.01,0.0,0.0,0.77,0.945,0.61,5.12,0.0,0.0,1.12,0.01,1996.0,49.17,2000.0,23.8,10.0,0.67,764.0,0.87,0.962,0.214,0.35700000000000004,0.429,13.0,2.0,0.231,0.14300000000000002,0.991,0.13,0.266,0.604,27.0,5.0,0.277,0.08800000000000001,0.0,0.006,0.214,0.429,0.35700000000000004,0.34600000000000003,0.192,0.462,0.556,0.5329999999999999,0.467,0.722,0.733,0.0,0.0,0.0,0.0,0.0,0.222,0.333,0.133,0.056,0.067,0.111,0.111,0.778,0.0,0.0,0.0,0.0,0.0,0.222,0.133,0.4,0.222,0.2,0.0,0.0,0.0,0.06329113924050632,0.08860759493670886,0.1518987341772152,0.12025316455696206,0.21518987341772156,0.3354430379746836,0.0,0.0,0.0,0.20253164556962025,0.34177215189873417,0.5443037974683544,0.0,0.0,0.0,0.0189873417721519,0.0379746835443038,0.0569620253164557,0.1962025316455696,0.25949367088607594,0.4556962025316456,0.8059999999999999,1,1,1,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140392
1,0,0,1,0,0,281.0,383.0,0,18.0,19.0,16.0,14.0,17.0,19.0,9293.57,0.861,0.06,0.066,0.013,995.89,1802.93,6494.75,59.0,63.0,53.0,76.6,55.0,57.0,49.0,67.0,1.0,1.0,1.0,1.0,1065.0,0.35600000000000004,0.09,0.39,0.94,0.36,4.98,0.0,0.0,1.06,0.945,0.61,5.12,0.0,0.0,1.12,0.01,1998.0,52.64,2000.0,23.8,31.0,1.03,764.0,0.87,1.0,0.083,0.333,0.583,24.0,7.0,0.333,0.0,0.991,0.13,0.266,0.604,27.0,5.0,0.277,0.08800000000000001,0.0,0.006,0.083,0.583,0.333,0.34600000000000003,0.192,0.462,0.429,0.545,0.273,0.643,0.364,0.0,0.0,0.091,0.0,0.091,0.071,0.091,0.091,0.036000000000000004,0.091,0.133,0.0,0.867,0.0,0.0,0.0,0.0,0.0,0.5,0.364,0.545,0.321,0.455,0.003745318352059925,0.0149812734082397,0.018726591760299626,0.018726591760299626,0.03745318352059925,0.05617977528089888,0.10112359550561796,0.08614232209737828,0.18726591760299627,0.0,0.003745318352059925,0.003745318352059925,0.16853932584269662,0.19101123595505615,0.3595505617977528,0.0,0.0,0.0,0.0449438202247191,0.048689138576779034,0.09363295880149812,0.3558052434456929,0.2846441947565543,0.6404494382022472,0.618,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140396
1,0,0,0,0,0,503.0,478.0,0,20.0,19.0,19.0,21.0,0.0,0.0,9386.71,0.856,0.085,0.053,0.006,518.19,1588.15,7280.37,82.0,79.0,83.0,86.7,80.0,77.0,83.0,0.0,1.0,1.0,0.0,1.0,1115.0,0.438,0.06,0.56,0.946,0.0,3.58,0.0,0.0,1.15,0.95,0.0,3.56,0.0,0.0,0.81,0.0,2004.0,35.75,2001.0,24.33,40.0,0.95,131.0,0.96,1.0,0.083,0.16699999999999998,0.75,35.0,7.0,0.25,0.086,1.0,0.078,0.188,0.7340000000000001,32.0,6.0,0.297,0.065,0.0,0.0,0.083,0.75,0.16699999999999998,0.2,0.0,0.8,0.8109999999999999,0.818,0.818,0.919,0.636,0.0,0.0,0.0,0.0,0.0,0.162,0.182,0.091,0.027000000000000003,0.273,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.091,0.054000000000000006,0.091,0.006036217303822936,0.006036217303822936,0.012072434607645876,0.036217303822937634,0.03219315895372234,0.06841046277665996,0.022132796780684104,0.018108651911468814,0.04024144869215292,0.0,0.0,0.0,0.0925553319919517,0.09456740442655936,0.18712273641851107,0.004024144869215292,0.002012072434607646,0.006036217303822936,0.02414486921529175,0.036217303822937634,0.060362173038229376,0.39235412474849096,0.420523138832998,0.8128772635814889,0.336,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150308
0,0,0,0,0,0,452.0,478.0,0,0.0,0.0,0.0,0.0,23.0,26.0,9386.71,0.856,0.085,0.053,0.006,518.19,1588.15,7280.37,68.0,77.0,57.0,64.4,69.0,75.0,57.0,83.0,1.0,1.0,1.0,1.0,1115.0,0.438,0.06,0.56,0.947,0.0,3.54,0.0,0.0,1.43,0.95,0.0,3.56,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,26.0,1.18,131.0,0.96,1.0,0.071,0.214,0.7140000000000001,28.0,4.0,0.35700000000000004,0.038,1.0,0.078,0.188,0.7340000000000001,32.0,6.0,0.297,0.065,0.0,0.0,0.071,0.7140000000000001,0.214,0.2,0.0,0.8,0.379,0.5,0.75,0.379,0.5,0.0,0.0,0.0,0.0,0.0,0.586,0.5,0.25,0.621,0.25,0.238,0.19,0.5710000000000001,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.25,0.002207505518763797,0.002207505518763797,0.004415011037527594,0.04194260485651214,0.05960264900662252,0.10154525386313466,0.01324503311258278,0.028697571743929364,0.04194260485651214,0.0,0.0,0.0,0.08388520971302428,0.13024282560706402,0.2141280353200883,0.0,0.0,0.0,0.026490066225165563,0.039735099337748346,0.06622516556291391,0.3730684326710817,0.41280353200883,0.7858719646799117,0.298,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150310
1,0,0,1,0,0,79.0,428.0,0,15.0,0.0,14.0,10.0,14.0,17.0,9722.2,0.8190000000000001,0.092,0.07200000000000001,0.017,842.25,2880.59,5999.36,75.0,72.0,76.0,74.1,76.0,71.0,76.0,88.0,1.0,1.0,0.0,1.0,1182.0,0.3,0.12,0.72,0.924,0.0,0.0,0.0,0.0,0.91,0.942,0.23,3.15,0.03,0.0,0.95,0.0,2009.0,140.05,1998.0,23.22,10.0,0.77,539.0,0.79,1.0,0.111,0.333,0.556,10.0,0.0,0.333,0.033,0.996,0.141,0.259,0.6,34.0,5.0,0.285,0.099,0.0,0.004,0.111,0.556,0.333,0.588,0.17600000000000002,0.235,0.667,0.667,0.667,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.03896103896103896,0.06493506493506493,0.0,0.0,0.0,0.03896103896103896,0.07792207792207792,0.11688311688311688,0.0,0.0,0.0,0.012987012987012988,0.03896103896103896,0.05194805194805195,0.3116883116883117,0.5714285714285714,0.8831168831168831,0.528,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,160304
1,0,0,1,0,0,409.0,428.0,0,18.0,15.0,21.0,19.0,19.0,16.0,9722.2,0.8190000000000001,0.092,0.07200000000000001,0.017,842.25,2880.59,5999.36,71.0,71.0,70.0,76.3,70.0,67.0,72.0,75.0,1.0,1.0,1.0,1.0,1182.0,0.3,0.12,0.72,0.949,0.49,3.42,0.0,0.0,1.19,0.942,0.23,3.15,0.03,0.0,0.95,0.02,1998.0,33.02,1998.0,23.22,25.0,0.66,539.0,0.79,1.0,0.086,0.229,0.6859999999999999,35.0,6.0,0.371,0.084,0.996,0.141,0.259,0.6,34.0,5.0,0.285,0.099,0.0,0.004,0.086,0.6859999999999999,0.229,0.588,0.17600000000000002,0.235,0.789,0.8,0.5,0.8420000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.1,0.048,0.28600000000000003,0.667,0.0,0.0,0.0,0.0,0.0,0.158,0.2,0.5,0.158,0.7,0.004807692307692308,0.002403846153846154,0.007211538461538463,0.004807692307692308,0.007211538461538463,0.01201923076923077,0.0576923076923077,0.0625,0.1201923076923077,0.002403846153846154,0.002403846153846154,0.004807692307692308,0.09615384615384616,0.10096153846153846,0.1971153846153846,0.002403846153846154,0.002403846153846154,0.004807692307692308,0.02403846153846154,0.02403846153846154,0.04807692307692308,0.36538461538461536,0.4375,0.8028846153846154,0.525,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160306
