unit_code,pct_GCE_ALL,pct_GCE_LEP,pct_GCE_PRM,pct_GCE_RPF,pct_GCE_SWD,pct_PASSED_EOG,pct_PASSED_LAA,pct_PASSED_RTA,pct_PROMOTED,pct_RETAINED
00A000,0.0,,,,,0.602,,,0.688,0.312
00B000,0.0,,,,,0.489,,0.14800000000000002,0.637,0.363
010304,0.08,,,,,0.575,,,0.7879999999999999,0.212
010308,0.37799999999999995,,,0.276,0.102,0.45899999999999996,,,0.878,0.122
010312,0.10300000000000001,,,,,0.75,,,0.922,
010320,0.08900000000000001,,,,,0.7859999999999999,,,0.95,
010326,0.11199999999999999,,,,,0.39299999999999996,0.196,,0.7759999999999999,0.22399999999999998
010328,0.081,,,,,0.685,0.153,,0.919,
010340,0.065,,,,,0.653,0.08900000000000001,,0.863,0.13699999999999998
010346,0.066,,,,,0.557,,,0.82,0.18
010347,0.264,,,0.157,0.099,0.57,,,0.9009999999999999,0.099
010351,0.31,,,0.225,,0.408,0.141,,0.8590000000000001,0.141
010354,0.081,,,,,0.306,0.218,,0.7659999999999999,0.23399999999999999
010357,0.292,,,0.198,,0.344,,,0.813,0.188
010358,0.107,,,,0.107,0.38,0.33899999999999997,,0.884,0.11599999999999999
010362,0.128,,,,,0.779,,,0.95,
010364,0.205,,,,,0.479,0.192,,0.877,
010372,0.064,,,,,0.745,,,0.894,
010374,0.124,,,,,0.41,0.095,,0.8190000000000001,0.18100000000000002
010378,1.0,,,,,,,,,
010380,0.038,,,,,0.39399999999999996,0.192,,0.6829999999999999,0.317
010384,0.087,,,,,0.68,0.165,,0.932,
010392,0.083,,,,,0.55,,,0.733,0.267
01B000,0.099,,,,,0.746,,,0.873,
01C000,0.06,,,,,0.74,,,0.92,
020304,0.037000000000000005,,,,,0.634,0.305,,0.95,
020308,0.054000000000000006,,,,,0.696,0.196,,0.95,
020316,0.21100000000000002,,,0.14400000000000002,,0.5670000000000001,,,0.9109999999999999,
020320,0.135,,,,,0.73,,,0.919,
020324,0.0,,,,,0.7190000000000001,,,0.95,
020328,0.222,,,,,0.667,,,0.95,
020332,0.18,,,,,0.66,,,0.9,
030308,0.212,,,,,0.515,,,0.95,
030316,0.14300000000000002,,,,,,,,0.857,
030320,0.1,,,,,0.55,0.217,,0.867,
040308,0.048,,,,,0.5710000000000001,,,0.833,
040311,0.071,,,,,0.273,,,0.485,0.515
040316,0.405,,,0.35100000000000003,,0.37799999999999995,,,0.865,
